,0
0,0.00031689707333644945
1,0.020164007797680118
2,0.040011118454805074
3,0.06014204170047026
4,0.08027294197394781
5,0.10213239313474709
6,0.12398373830662349
7,0.14688481994810737
8,0.15458461342303617
9,0.16228311583928973
10,0.16998105089717513
11,0.17767898710653016
12,0.18537668134731453
13,0.19308314547135647
14,0.2007896095983724
15,0.20850142754669107
16,0.21621098093048713
17,0.22391978596658507
18,0.23163481430709534
19,0.24481318663794785
20,0.25898223610748206
21,0.2730992565062089
22,0.28886269579239765
23,0.30762390151500973
24,0.32454467799907355
25,0.3414654531672676
26,0.3580238591565945
27,0.36275678225068775
28,0.36748984342356356
29,0.3722043478855853
30,0.3744572075523786
31,0.37670976310546606
32,0.37793604781313583
33,0.3793697370574193
34,0.38081478987088696
35,0.3822598674984907
36,0.3837049451273247
37,0.38515008085567165
38,0.3982027883231992
39,0.4123132193263998
40,0.4245832450397471
41,0.4368487719158028
42,0.44967096170726223
43,0.46248195391360136
44,0.4734847410463721
45,0.48448754016965656
46,0.4954903521745705
47,0.506469649932764
48,0.5123539053677446
49,0.5171600212499174
50,0.5217914288478775
51,0.5189757661250239
52,0.5161924916699381
53,0.5133802186793333
54,0.510567925974554
55,0.5077668661223618
56,0.5047965848979612
57,0.5018256625843339
58,0.49885247999478016
59,0.49568320131258115
60,0.4898113253197962
61,0.48393984753016384
62,0.4780683693978313
63,0.472196891260861
64,0.46663950840900453
65,0.4610556367167664
66,0.45557895245051844
67,0.4501022740315941
68,0.44427675816768225
69,0.4381302577986577
70,0.4319835450831401
71,0.42579714989695394
72,0.41961061757374174
73,0.41340941060664405
74,0.40720820334470104
75,0.4010069960827633
76,0.3948057888444809
77,0.39467701390282495
78,0.39454823020334967
79,0.3937607764242532
80,0.3929168146361077
81,0.391834775419295
82,0.3907514619084398
83,0.38966814839770136
84,0.3881179743755411
85,0.3865677863362539
86,0.38559805817666004
87,0.3846283320031017
88,0.38365860906102767
89,0.38268884533888575
90,0.3817127228098397
91,0.38073660028074474
92,0.37976038042799753
93,0.37878583028713153
94,0.3777956402285744
95,0.3768054499882847
96,0.3714633106504117
97,0.3661511970068632
98,0.357121054595287
99,0.3480909122221748
100,0.3410874030841225
101,0.33410047213504823
102,0.3271135411855701
103,0.32016479046804575
104,0.3131749802758824
105,0.293238042001057
106,0.27275509750846044
107,0.25227336456598864
108,0.23258583358808005
109,0.21761694067064358
110,0.20274025279364183
111,0.18784487622231394
112,0.1729073107556794
113,0.15420139294903598
114,0.13549651397002396
115,0.11678897153367589
116,0.09662518898356318
117,0.08889861628549328
118,0.08117204359513719
119,0.07344548246971622
120,0.06577151628953887
121,0.05809832785807089
122,0.050666378404391324
123,0.04367387103028652
124,0.03769308831013995
125,0.03171230559020709
126,0.02573152328395655
127,0.019743121870411377
128,0.013744461532933459
129,0.007743941860194089
130,0.0016189977966182016
131,-0.0015978976253885017
132,-0.0025695786261965285
133,-0.003541423395915164
134,-0.004513418185365319
135,-0.0032167848110007838
136,-0.0019200563260194238
137,-0.0006030948689009482
138,0.0007138665840677387
139,0.0022171863956664865
140,0.003723035310615688
141,0.004124713112464606
142,0.004526495934470809
143,0.004804023287199869
144,0.005081518216546091
145,0.005359013135419089
146,0.009912192448022277
147,0.014533025331512255
148,0.020556608616842022
149,0.02658020604234475
150,0.03260758582727276
151,0.038931131339063
152,0.04586839440231368
153,0.052403732821635775
154,0.06524646680635618
155,0.07808920079690866
156,0.09093736212664731
157,0.10378212773148396
158,0.11662689333376768
159,0.13325230692973897
160,0.14987742351678499
161,0.1619793448555904
162,0.17412179634669955
163,0.1862642470370329
164,0.19840664895418966
165,0.21048966840674924
166,0.2225681387486754
167,0.2355658029340023
168,0.24855587304180063
169,0.2612004235488195
170,0.2738450093517442
171,0.28648959508935407
172,0.29631006886631794
173,0.30613054266234613
174,0.3161006786013069
175,0.32607081453529796
176,0.327226782313294
177,0.3282691361452404
178,0.32931148967262636
179,0.3303717743738864
180,0.3330477985011282
181,0.3357238219308593
182,0.3383998552613209
183,0.3410561268116753
184,0.34372425001471474
185,0.3466101844173668
186,0.34941677073510957
187,0.35216991465533226
188,0.35459168666455776
189,0.3569937528563284
190,0.3594169102920427
191,0.3618549942419225
192,0.36429303998647405
193,0.36673104252488686
194,0.36916904506290654
195,0.3716070476767067
196,0.37404505029074264
197,0.3764691855634104
198,0.37985794877026957
199,0.38311152745532046
200,0.3792521959912429
201,0.37539285826682106
202,0.37153352054240063
203,0.36767819005891145
204,0.36525364524751824
205,0.362829063870121
206,0.36040288827337774
207,0.35797671329687725
208,0.35556443716218095
209,0.3531255743972451
210,0.35068671163256593
211,0.3487783840200035
212,0.35074115332008854
213,0.35270392238049475
214,0.35467292257625105
215,0.35664255057071836
216,0.35861597354432806
217,0.36061857069005676
218,0.3626213071459726
219,0.351329223838316
220,0.3398027711338265
221,0.3245786059281342
222,0.3089682993847877
223,0.2933579928413763
224,0.27774877506294127
225,0.26215553013864257
226,0.24656921815580937
227,0.2309743406036534
228,0.2153735801914036
229,0.1998642270733341
230,0.1843559879223122
231,0.18014062998976227
232,0.17716407352804678
233,0.17421009573636612
234,0.1717871416348142
235,0.16936418847094042
236,0.16694123530783506
237,0.16451828222039463
238,0.1620945532536708
239,0.15966962994353898
240,0.1572470687028992
241,0.15945882126402544
242,0.1616705733786653
243,0.16381759292727155
244,0.16673535922539523
245,0.1696531252781103
246,0.16771435943422194
247,0.16577253754596535
248,0.16224597710125083
249,0.14364275723561387
250,0.12503965925460706
251,0.11388353774152625
252,0.1174712316523446
253,0.12126043788480528
254,0.12524942687551133
255,0.12911827953728874
256,0.13269930750458553
257,0.1380963119740138
258,0.13084862262237087
259,0.12360115526272364
260,0.1275340391709947
261,0.1296741938941857
262,0.13181434861737898
263,0.13628173564055251
264,0.14064278551345133
265,0.14500383188339352
266,0.14936488580118315
267,0.15372408123691422
268,0.1582810620640366
269,0.16293089967491048
270,0.16758073740800886
271,0.1719068368538623
272,0.17623293639671697
273,0.1805590365161426
274,0.18488585488875614
275,0.18921284522936682
276,0.19819479947475574
277,0.20717675209090441
278,0.21278286972891475
279,0.21396138955051186
280,0.2151399367531479
281,0.216318499952951
282,0.21752231721360354
283,0.21872288801643563
284,0.21989579533261114
285,0.2210630521224818
286,0.22223043226199016
287,0.22339349986234927
288,0.2245565641724141
289,0.22571962870882945
290,0.22665410386836
291,0.22751575996205226
292,0.2285617104842352
293,0.22960719410537173
294,0.23049634271857591
295,0.23140818753385212
296,0.23232138977651962
297,0.23313416346663166
298,0.23394693713437156
299,0.2347612364202603
300,0.2346130505287329
301,0.234816245431684
302,0.24037740192789306
303,0.24593508617153334
304,0.2514927573572286
305,0.2570715715847591
306,0.2581348280835324
307,0.2591983722115075
308,0.26025731203200086
309,0.26131625186203944
310,0.2623751916916505
311,0.26343413157292217
312,0.2642259649872336
313,0.2650194272546822
314,0.26578767108511
315,0.25082253385589837
316,0.2332615265376234
317,0.21570051921934805
318,0.19813951202947053
319,0.18057850552955804
320,0.16388190006143105
321,0.155343751828651
322,0.1314730846115659
323,0.10760241717937956
324,0.08372805132653013
325,0.05985352201592414
326,0.03908021601075499
327,0.01830691056537043
328,-0.002466118222798276
329,-0.02323877364548478
330,-0.04401142670864177
331,-0.05749931371984352
332,-0.07104056515159542
333,-0.08458177393554578
334,-0.09811654297688507
335,-0.11166979023576787
336,-0.12522295506763784
337,-0.13877611914833668
338,-0.15232928322903208
339,-0.16514075451387375
340,-0.177952225774936
341,-0.1932236629742257
342,-0.20858295917372735
343,-0.2239422520123245
344,-0.23925881625898823
345,-0.2596801005565954
346,-0.2800385535818769
347,-0.30039766662977063
348,-0.3204902807949979
349,-0.3535015539275818
350,-0.38651274097608673
351,-0.4046225852326007
352,-0.42087213964644893
353,-0.43705621569151953
354,-0.4532052516319396
355,-0.46935428893961023
356,-0.4855033265058451
357,-0.5016523378110355
358,-0.5157671747611279
359,-0.5298376854111084
