,ntrials,mse,sens_sim,bias_sim,sigma_sim,pc_sim,pe_sim,sens_fit,bias_fit,sigma_fit,pc_fit,pe_fit
0,100,1387.2100750460022,1,-5,0.0,-1,-1,-2.9329156926066053,-197.0543594695863,9.373380265375474e-06,-157.38286707069474,155.28635743206925
1,100,1387.2100750460022,1,-5,0.0,-1,0,-2.9329156926066053,-197.0543594695863,9.373380265375474e-06,-157.38286707069474,155.28635743206925
2,100,1387.2100750460022,1,-5,0.0,-1,1,-2.9329156926066053,-197.0543594695863,9.373380265375474e-06,-157.38286707069474,155.28635743206925
3,100,9.000757709403472e-06,1,-5,0.0,0,-1,-17.221307392458243,-172.6554659829327,8.272502910217486e-06,-171.504873300461,92.80797254902798
4,100,9.000757709403472e-06,1,-5,0.0,0,0,-17.221307392458243,-172.6554659829327,8.272502910217486e-06,-171.504873300461,92.80797254902798
5,100,9.000757709403472e-06,1,-5,0.0,0,1,-17.221307392458243,-172.6554659829327,8.272502910217486e-06,-171.504873300461,92.80797254902798
6,100,0.029990828756226842,1,-5,0.0,1,-1,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
7,100,0.029990828756226842,1,-5,0.0,1,0,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
8,100,0.029990828756226842,1,-5,0.0,1,1,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
9,100,1387.184841859719,1,-5,0.01,-1,-1,-2.9329156926066053,-197.0543594695863,9.373380265375474e-06,-157.38286707069474,155.28635743206925
10,100,1387.184841859719,1,-5,0.01,-1,0,-2.9329156926066053,-197.0543594695863,9.373380265375474e-06,-157.38286707069474,155.28635743206925
11,100,1387.184841859719,1,-5,0.01,-1,1,-2.9329156926066053,-197.0543594695863,9.373380265375474e-06,-157.38286707069474,155.28635743206925
12,100,0.001274702145947571,1,-5,0.01,0,-1,-17.221307392458243,-172.6554659829327,8.272502910217486e-06,-171.504873300461,92.80797254902798
13,100,0.001274702145947571,1,-5,0.01,0,0,-17.221307392458243,-172.6554659829327,8.272502910217486e-06,-171.504873300461,92.80797254902798
14,100,0.001274702145947571,1,-5,0.01,0,1,-17.221307392458243,-172.6554659829327,8.272502910217486e-06,-171.504873300461,92.80797254902798
15,100,0.031568853185261675,1,-5,0.01,1,-1,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
16,100,0.031568853185261675,1,-5,0.01,1,0,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
17,100,0.031568853185261675,1,-5,0.01,1,1,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
18,100,1387.1088269468507,1,-5,0.05,-1,-1,-2.9329156926066053,-197.0543594695863,9.373380265375474e-06,-157.38286707069474,155.28635743206925
19,100,1387.1088269468507,1,-5,0.05,-1,0,-2.9329156926066053,-197.0543594695863,9.373380265375474e-06,-157.38286707069474,155.28635743206925
20,100,1387.1088269468507,1,-5,0.05,-1,1,-2.9329156926066053,-197.0543594695863,9.373380265375474e-06,-157.38286707069474,155.28635743206925
21,100,0.06279878316499739,1,-5,0.05,0,-1,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
22,100,0.06279878316499739,1,-5,0.05,0,0,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
23,100,0.06279878316499739,1,-5,0.05,0,1,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
24,100,0.06279878316499739,1,-5,0.05,1,-1,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
25,100,0.06279878316499739,1,-5,0.05,1,0,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
26,100,0.06279878316499739,1,-5,0.05,1,1,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
27,100,1387.0698734283599,1,-5,0.1,-1,-1,-2.9329156926066053,-197.0543594695863,9.373380265375474e-06,-157.38286707069474,155.28635743206925
28,100,1387.0698734283599,1,-5,0.1,-1,0,-2.9329156926066053,-197.0543594695863,9.373380265375474e-06,-157.38286707069474,155.28635743206925
29,100,1387.0698734283599,1,-5,0.1,-1,1,-2.9329156926066053,-197.0543594695863,9.373380265375474e-06,-157.38286707069474,155.28635743206925
30,100,0.15790131823275871,1,-5,0.1,0,-1,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
31,100,0.15790131823275871,1,-5,0.1,0,0,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
32,100,0.15790131823275871,1,-5,0.1,0,1,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
33,100,0.15790131823275871,1,-5,0.1,1,-1,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
34,100,0.15790131823275871,1,-5,0.1,1,0,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
35,100,0.15790131823275871,1,-5,0.1,1,1,-3.2175320281454862,-0.6445874794149271,7.942117797487837e-06,2.1955616594513403,3.085583574861047
36,100,0.004808149549551917,1,0,0.0,-1,-1,0.5334149185700847,0.25313408246344793,8.172112918585199e-06,-1.755308750305493,-1.0136228580943563
37,100,0.05777418479199138,1,0,0.0,-1,0,0.8892380221216706,0.24190340571806548,8.610226827153357e-06,-1.5699893793901154,-0.4686672451852203
38,100,0.05355964447431967,1,0,0.0,-1,1,0.7378941112415054,-0.3096035153101226,8.777423107812496e-06,-1.2884023948430907,0.9989949229701651
39,100,0.036941312321206794,1,0,0.0,0,-1,1.1078192211567452,-0.14354333004294956,8.668251559584028e-06,0.3076788824782254,-0.9797001421420802
40,100,0.09615784116454,1,0,0.0,0,0,1.2133282024809362,0.322198131705863,9.425457126564463e-06,0.2397202312456269,-0.3140312519750127
41,100,0.13113043005717964,1,0,0.0,0,1,0.7334299689235726,0.4305874966101012,8.966690182339798e-06,0.40829509669863306,0.9940515193771663
42,100,0.004745269069606387,1,0,0.0,1,-1,2.048302218604979,-0.2660824988072157,8.391715950071267e-06,1.0715171269569057,-1.3035546626878272
43,100,0.009411027114632556,1,0,0.0,1,0,1.2817067649262897,-0.23762143077745934,8.569060196846936e-06,1.234945863437858,-0.3864234990802373
44,100,0.21245390142272813,1,0,0.0,1,1,0.9017814390147517,0.34883596467900524,8.597389056185594e-06,1.2985003712655914,0.4919561801995278
45,100,0.005900941757229219,1,0,0.01,-1,-1,0.5334149185700847,0.25313408246344793,8.172112918585199e-06,-1.755308750305493,-1.0136228580943563
46,100,0.09878689779617371,1,0,0.01,-1,0,0.9927292721248016,-0.3108370619125683,9.02990766708973e-06,-1.6178147530986293,-0.4042824240555809
47,100,0.04847482893962325,1,0,0.01,-1,1,0.7378941112415054,-0.3096035153101226,8.777423107812496e-06,-1.2884023948430907,0.9989949229701651
48,100,0.03437773068475449,1,0,0.01,0,-1,1.1078192211567452,-0.14354333004294956,8.668251559584028e-06,0.3076788824782254,-0.9797001421420802
49,100,0.02422275316456485,1,0,0.01,0,0,0.8645127336086709,0.16030752096872766,8.92300179546763e-06,0.249321414811273,-0.1903188126160685
50,100,0.12259820705090453,1,0,0.01,0,1,0.7334299689235726,0.4305874966101012,8.966690182339798e-06,0.40829509669863306,0.9940515193771663
51,100,0.005806293735451182,1,0,0.01,1,-1,2.048302218604979,-0.2660824988072157,8.391715950071267e-06,1.0715171269569057,-1.3035546626878272
52,100,0.002334199978949403,1,0,0.01,1,0,1.185722220212219,-0.20094765099568426,7.9105595338985e-06,1.24127291297582,-0.27122227246396485
53,100,0.20818547280068025,1,0,0.01,1,1,0.9017814390147517,0.34883596467900524,8.597389056185594e-06,1.2985003712655914,0.4919561801995278
54,100,0.10505425267310364,1,0,0.05,-1,-1,0.4741783749672362,-0.09196555848307326,8.429903855468135e-06,-1.87264524963122,-1.4612623495374168
55,100,2.4502461985348964,1,0,0.05,-1,0,1.0214829986783218,1.4354397167242143,9.701726959524588e-06,-2.0012621290569226,-0.38076482090947195
56,100,0.3956768523238919,1,0,0.05,-1,1,1.0298375701597569,-1.0316825983445026,9.134998285024458e-06,-1.496600095722936,1.0383926797820444
57,100,0.12899249747727393,1,0,0.05,0,-1,0.7588587763110448,-0.1359447835309797,9.813066745561376e-06,0.17344738357830938,-1.4484821968412114
58,100,3.4064782739523487,1,0,0.05,0,0,0.7040867229087749,1.9971064979960036,9.69964785390599e-06,0.2730241236083152,-0.1948261800299489
59,100,7.727411851099426,1,0,0.05,0,1,0.4726716469123638,2.691512866665768,9.54311333136918e-06,0.4259177644626172,1.1334005951450368
60,100,0.06860800985374337,1,0,0.05,1,-1,1.9249677041662467,-0.09670101363928127,8.749384645759885e-06,1.1557465954487613,-1.4361954433013813
61,100,0.03272354121252765,1,0,0.05,1,0,1.0391626097511462,-0.28506124921461856,8.673267296008845e-06,1.3254754169401157,-0.3035208412873247
62,100,1.750034990786427,1,0,0.05,1,1,1.012630937339061,0.7855725488640163,9.50522954561093e-06,1.1959255882968283,0.7642468681382327
63,100,0.28161889526632544,1,0,0.1,-1,-1,0.7059067363000504,-0.2720261911031566,1.0014748869794171e-05,-1.9012790369527093,-1.3892741528827706
64,100,17.59988744330299,1,0,0.1,-1,0,1.6404280809160463,3.719507727593761,1.3228709534205073e-05,-1.8087193910531747,0.10395687751361855
65,100,4.66851753002662,1,0,0.1,-1,1,1.129393367327494,1.6943931576090148,1.0426762669876997e-05,-1.6061738992045906,0.8160482598556442
66,100,0.10340468176618632,1,0,0.1,0,-1,0.7036428031885542,-0.05177882675610952,9.709331089244672e-06,0.1836753557881436,-1.3060858143849103
67,100,4.233480031091234,1,0,0.1,0,0,0.8194624301078212,1.9078886510917386,9.53243149137936e-06,0.3693103665532333,0.3738382473783898
68,100,7.633415972812337,1,0,0.1,0,1,0.4726716469123638,2.691512866665768,9.54311333136918e-06,0.4259177644626172,1.1334005951450368
69,100,0.11173777944539925,1,0,0.1,1,-1,1.5859332619815807,-0.29544816031653126,8.032499502552561e-06,1.2042786586538994,-1.1759595932823474
70,100,0.1311323060404268,1,0,0.1,1,0,0.9725971691914059,-0.5794700183157137,9.230366489266362e-06,1.351244709169128,0.26557239151487155
71,100,1.7096258919710055,1,0,0.1,1,1,1.012630937339061,0.7855725488640163,9.50522954561093e-06,1.1959255882968283,0.7642468681382327
72,100,9.59229073571665e-07,1,5,0.0,-1,-1,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
73,100,9.59229073571665e-07,1,5,0.0,-1,0,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
74,100,9.59229073571665e-07,1,5,0.0,-1,1,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
75,100,9.59229073571665e-07,1,5,0.0,0,-1,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
76,100,9.59229073571665e-07,1,5,0.0,0,0,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
77,100,9.59229073571665e-07,1,5,0.0,0,1,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
78,100,9.59229073571665e-07,1,5,0.0,1,-1,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
79,100,9.59229073571665e-07,1,5,0.0,1,0,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
80,100,9.59229073571665e-07,1,5,0.0,1,1,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
81,100,0.0012467516341033939,1,5,0.01,-1,-1,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
82,100,0.0012467516341033939,1,5,0.01,-1,0,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
83,100,0.0012467516341033939,1,5,0.01,-1,1,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
84,100,0.0012467516341033939,1,5,0.01,0,-1,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
85,100,0.0012467516341033939,1,5,0.01,0,0,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
86,100,0.0012467516341033939,1,5,0.01,0,1,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
87,100,0.0012467516341033939,1,5,0.01,1,-1,1.9458690212949794,5.1495477716062,8.96110310369655e-06,4.79607737775936,4.747919548520207
