subj,resp,evidence,prevresp,prevconf,prevrespconf,prevsignevi,prevabsevi,prevsignabsevi
1,0,0.326042555807921,-1,0.337084847588126,-0.337084847588126,1,0.0157549210585175,0.0157549210585175
1,1,0.480318364607646,-1,0.92083181816815,-0.92083181816815,-1,0.347914888384159,-0.347914888384159
1,1,0.445944397861963,-1,0.429131386996366,-0.429131386996366,-1,0.235886618251074,-0.235886618251074
1,1,0.589272356109423,1,0.00896234314425897,0.00896234314425897,-1,0.108111204276074,-0.108111204276074
1,1,0.283449898752284,1,0.514823268841843,0.514823268841843,1,0.178544712218845,0.178544712218845
1,1,0.591690441546643,1,0.981716672788133,0.981716672788133,-1,0.433100202495432,-0.433100202495432
1,1,0.55073747541261,1,0.522664383099103,0.522664383099103,1,0.183380883093287,0.183380883093287
1,1,0.480505301721207,1,0.209782139509951,0.209782139509951,1,0.10147495082522,0.10147495082522
1,1,0.600596526806328,1,-0.212357465725561,-0.212357465725561,-1,0.038989396557587,-0.038989396557587
1,0,0.433171579079602,1,0.920886000471182,0.920886000471182,1,0.201193053612655,0.201193053612655
1,1,0.525406320514405,-1,0.0279790385563636,-0.0279790385563636,-1,0.133656841840797,-0.133656841840797
1,1,0.510544159141644,1,-0.00427642978193571,-0.00427642978193571,1,0.05081264102881,0.05081264102881
1,1,0.490630990984052,1,0.340536676241109,0.340536676241109,1,0.0210883182832883,0.0210883182832883
1,1,0.548443901220597,1,0.178884250294697,0.178884250294697,-1,0.0187380180318951,-0.0187380180318951
1,0,0.489118462603229,1,0.744654468252281,0.744654468252281,1,0.0968878024411946,0.0968878024411946
1,0,0.409970423067158,-1,0.999105261857943,-0.999105261857943,-1,0.021763074793541,-0.021763074793541
1,1,0.670933689264975,-1,0.988166098032467,-0.988166098032467,-1,0.180059153865685,-0.180059153865685
1,1,0.618620237787673,1,0.813847674888418,0.813847674888418,1,0.341867378529951,0.341867378529951
1,1,0.526528364776274,1,0.983422170512521,0.983422170512521,1,0.237240475575347,0.237240475575347
1,0,0.28238817301857,1,0.715040841263526,0.715040841263526,1,0.0530567295525482,0.0530567295525482
1,0,0.474371374662237,-1,0.98841748372925,-0.98841748372925,-1,0.435223653962861,-0.435223653962861
1,1,0.564367873025263,-1,0.981916007205234,-0.981916007205234,-1,0.0512572506755262,-0.0512572506755262
1,1,0.575025082814447,1,0.993089336424004,0.993089336424004,1,0.128735746050527,0.128735746050527
1,0,0.4216345937316,1,0.797241824998708,0.797241824998708,1,0.150050165628893,0.150050165628893
1,0,0.497057117510408,-1,0.643757025648395,-0.643757025648395,-1,0.156730812536801,-0.156730812536801
1,1,0.54392242576056,-1,0.00562127873135757,-0.00562127873135757,-1,0.00588576497918325,-0.00588576497918325
1,1,0.489354732789081,1,0.599976846186238,0.599976846186238,1,0.087844851521121,0.087844851521121
1,1,0.839731035618059,1,-0.356000823729002,-0.356000823729002,-1,0.021290534421838,-0.021290534421838
1,0,0.533645906818541,1,0.997866551735444,0.997866551735444,1,0.679462071236118,0.679462071236118
1,0,0.350924968892033,-1,-0.182202137953749,0.182202137953749,1,0.0672918136370817,0.0672918136370817
1,0,0.340389169437625,-1,0.834700827192612,-0.834700827192612,-1,0.298150062215935,-0.298150062215935
1,1,0.521682957089439,-1,0.999321026186289,-0.999321026186289,-1,0.31922166112475,-0.31922166112475
1,0,0.519115003726411,1,0.488728366720474,0.488728366720474,1,0.0433659141788781,0.0433659141788781
1,1,0.55186252125259,1,0.987708226900178,0.987708226900178,1,0.623070622118893,0.623070622118893
1,0,0.483605908554065,1,0.473280611378482,0.473280611378482,1,0.103725042505179,0.103725042505179
1,0,0.474377137263639,-1,0.0406356537099749,-0.0406356537099749,-1,0.0327881828918699,-0.0327881828918699
1,0,0.466948659028098,-1,0.999052342112686,-0.999052342112686,-1,0.0512457254727217,-0.0512457254727217
1,1,0.471405411501924,-1,0.982372308466225,-0.982372308466225,-1,0.0661026819438047,-0.0661026819438047
1,0,0.463270502534388,1,0.998552321019055,0.998552321019055,-1,0.0571891769961521,-0.0571891769961521
1,0,0.458309879034487,-1,0.677972413649222,-0.677972413649222,-1,0.0734589949312239,-0.0734589949312239
1,1,0.495019625806506,-1,0.480467656447116,-0.480467656447116,-1,0.0833802419310254,-0.0833802419310254
1,1,0.540908427851587,1,0.0344994524353928,0.0344994524353928,-1,0.0099607483869875,-0.0099607483869875
1,0,0.476565495828071,1,0.990237114856192,0.990237114856192,1,0.0818168557031734,0.0818168557031734
1,1,0.517337088185254,-1,0.809442166706812,-0.809442166706812,-1,0.046869008343858,-0.046869008343858
1,1,0.66665850874924,1,0.704813498902765,0.704813498902765,1,0.0346741763705079,0.0346741763705079
1,0,0.376242473773713,1,0.996943811691885,0.996943811691885,1,0.333317017498481,0.333317017498481
1,1,0.568549476592273,-1,0.998896719368621,-0.998896719368621,-1,0.247515052452574,-0.247515052452574
1,0,0.290240608377422,1,0.474517280346928,0.474517280346928,1,0.137098953184546,0.137098953184546
1,1,0.608968008268917,-1,0.999702485444513,-0.999702485444513,-1,0.419518783245157,-0.419518783245157
1,0,0.228497614357733,1,0.997181827933992,0.997181827933992,1,0.217936016537835,0.217936016537835
1,1,0.509842911207463,-1,0.998168068240229,-0.998168068240229,-1,0.543004771284534,-0.543004771284534
1,0,0.498016216091155,1,0.665605834331186,0.665605834331186,1,0.0196858224149256,0.0196858224149256
1,0,0.464921109950641,-1,-0.00701173002916183,0.00701173002916183,-1,0.00396756781768966,-0.00396756781768966
1,1,0.505626767196604,-1,0.863018049356887,-0.863018049356887,-1,0.070157780098718,-0.070157780098718
1,0,0.426596693444188,1,-0.941780920016094,-0.941780920016094,1,0.011253534393209,0.011253534393209
1,0,0.399604639948513,-1,0.990716816683906,-0.990716816683906,-1,0.146806613111624,-0.146806613111624
1,1,0.73602453591272,-1,0.993753788897993,-0.993753788897993,-1,0.200790720102975,-0.200790720102975
1,1,0.504037433549015,1,0.999437365587516,0.999437365587516,1,0.47204907182544,0.47204907182544
1,0,0.496083520874167,1,0.566017196308537,0.566017196308537,1,0.00807486709803089,0.00807486709803089
1,1,0.561708707503777,-1,0.738165686209563,-0.738165686209563,-1,0.00783295825166669,-0.00783295825166669
1,0,0.451686154178398,1,0.999918521938766,0.999918521938766,1,0.123417415007554,0.123417415007554
1,1,0.544035480131276,-1,0.640394705115866,-0.640394705115866,-1,0.0966276916432034,-0.0966276916432034
1,1,0.703778861737386,1,0.917394182706138,0.917394182706138,1,0.0880709602625512,0.0880709602625512
1,1,0.718949290290998,1,0.602932610753976,0.602932610753976,1,0.407557723474772,0.407557723474772
1,0,0.471849676815454,1,0.954138229427457,0.954138229427457,1,0.437898580581996,0.437898580581996
1,1,0.51979546230343,-1,-0.035559225908219,0.035559225908219,-1,0.0563006463690927,-0.0563006463690927
1,1,0.503650419489609,1,0.323337259450102,0.323337259450102,1,0.0395909246068597,0.0395909246068597
1,0,0.485162668232717,1,0.9554826119771,0.9554826119771,1,0.00730083897921845,0.00730083897921845
1,1,0.542413068509191,-1,0.0497491180770677,-0.0497491180770677,-1,0.0296746635345654,-0.0296746635345654
1,1,0.701144636920732,1,0.793193762912579,0.793193762912579,1,0.0848261370183827,0.0848261370183827
1,0,0.288574934533173,1,1,1,1,0.402289273841463,0.402289273841463
1,0,0.504136281023567,-1,0.998837632587651,-0.998837632587651,-1,0.422850130933655,-0.422850130933655
1,0,0.302713151220842,-1,0.284571188280972,-0.284571188280972,1,0.00827256204713341,0.00827256204713341
1,0,0.244417686586295,-1,0.984697126697016,-0.984697126697016,-1,0.394573697558317,-0.394573697558317
1,1,0.500374388693361,-1,0.999811933936312,-0.999811933936312,-1,0.511164626827409,-0.511164626827409
1,0,0.305104866837607,1,-0.0145786184912726,-0.0145786184912726,1,0.000748777386721603,0.000748777386721603
1,0,0.480976762970718,-1,0.996875134314066,-0.996875134314066,-1,0.389790266324786,-0.389790266324786
1,1,0.529339928057005,-1,0.9828962568445,-0.9828962568445,-1,0.0380464740585643,-0.0380464740585643
1,1,0.49141085777221,1,0.272111108868394,0.272111108868394,1,0.0586798561140091,0.0586798561140091
1,1,0.532811383902699,1,0.0226467238047868,0.0226467238047868,-1,0.01717828445558,-0.01717828445558
1,1,0.555487933147495,1,0.928817137287843,0.928817137287843,1,0.0656227678053982,0.0656227678053982
1,0,0.435498134352706,1,0.98306054441239,0.98306054441239,1,0.11097586629499,0.11097586629499
1,0,0.454861858985291,-1,0.974922744558221,-0.974922744558221,-1,0.129003731294587,-0.129003731294587
1,0,0.452805026549732,-1,0.946842829852755,-0.946842829852755,-1,0.0902762820294177,-0.0902762820294177
1,0,0.477455493515246,-1,0.626913264192002,-0.626913264192002,-1,0.0943899469005359,-0.0943899469005359
1,0,0.297799759797765,-1,0.770886234260516,-0.770886234260516,-1,0.0450890129695083,-0.0450890129695083
1,1,0.596092473579556,-1,0.964992669540552,-0.964992669540552,-1,0.40440048040447,-0.40440048040447
1,1,0.538871269429517,1,0.928993540364525,0.928993540364525,1,0.192184947159111,0.192184947159111
1,0,0.436355375880756,1,0.076360451649679,0.076360451649679,1,0.0777425388590331,0.0777425388590331
1,1,0.702428695422318,-1,0.488888888888889,-0.488888888888889,-1,0.127289248238487,-0.127289248238487
1,0,0.473198491948328,1,0.948308349319027,0.948308349319027,1,0.404857390844636,0.404857390844636
1,0,0.281087048803238,-1,-0.0298564686947123,0.0298564686947123,-1,0.0536030161033447,-0.0536030161033447
1,1,0.652278171106744,-1,0.994488732733557,-0.994488732733557,-1,0.437825902393525,-0.437825902393525
1,1,0.568623312157423,1,0.990661525781559,0.990661525781559,1,0.304556342213488,0.304556342213488
1,1,0.570442047665196,1,0.999949018288812,0.999949018288812,1,0.137246624314845,0.137246624314845
1,1,0.515432772162365,1,0.346350045094482,0.346350045094482,1,0.140884095330391,0.140884095330391
1,1,0.65203481416927,1,0.852960227436726,0.852960227436726,1,0.0308655443247306,0.0308655443247306
1,0,0.319116797319988,1,0.726829703267498,0.726829703267498,1,0.0649994914341557,0.0649994914341557
1,1,0.490145504033158,-1,0.908731285784139,-0.908731285784139,-1,0.361766405360023,-0.361766405360023
1,1,0.606116255967067,1,0.648979704690483,0.648979704690483,-1,0.0197089919336846,-0.0197089919336846
1,0,0.498508415798937,1,0.467736200181344,0.467736200181344,1,0.212232511934134,0.212232511934134
1,1,0.71142394106081,-1,0.998124960472373,-0.998124960472373,-1,0.00298316840212657,-0.00298316840212657
1,1,0.560083297638988,1,0.993153558150483,0.993153558150483,1,0.422847882121619,0.422847882121619
1,1,0.558756021730225,1,0.999941152367982,0.999941152367982,1,0.120166595277976,0.120166595277976
1,1,0.511397849623901,1,0.999197560648968,0.999197560648968,1,0.11751204346045,0.11751204346045
1,0,0.502841684016728,1,0.133936345348625,0.133936345348625,1,0.0227956992478025,0.0227956992478025
1,0,0.295478286123844,-1,0.998271877957671,-0.998271877957671,1,0.00568336803345654,0.00568336803345654
1,1,0.554086262938639,-1,0.970576564483142,-0.970576564483142,-1,0.409043427752312,-0.409043427752312
1,0,0.511188544424586,1,0.99374728245427,0.99374728245427,1,0.108172525877277,0.108172525877277
1,0,0.288602816644165,-1,0.482611816853655,-0.482611816853655,1,0.0223770888491724,0.0223770888491724
1,1,0.523663392864665,-1,0.99514185798553,-0.99514185798553,-1,0.42279436671167,-0.42279436671167
1,0,0.37157572305293,1,0.992456286873137,0.992456286873137,1,0.0473267857293301,0.0473267857293301
1,1,0.475112126578957,-1,0.989936317459648,-0.989936317459648,-1,0.25684855389414,-0.25684855389414
1,1,0.496370603609703,1,-0.111160561658332,-0.111160561658332,-1,0.0497757468420851,-0.0497757468420851
1,0,0.442829819938129,1,-0.912287948258034,-0.912287948258034,-1,0.00725879278059414,-0.00725879278059414
1,1,0.500059272084835,-1,0.874826670635477,-0.874826670635477,-1,0.114340360123741,-0.114340360123741
1,1,0.57085434428321,1,0.0224434746296314,0.0224434746296314,1,0.000118544169669863,0.000118544169669863
1,0,0.488708052598598,1,0.995658137571218,0.995658137571218,1,0.14170868856642,0.14170868856642
1,0,0.460973862488527,-1,0.74474336046094,-0.74474336046094,-1,0.0225838948028032,-0.0225838948028032
1,1,0.547999232269106,-1,0.972064254987758,-0.972064254987758,-1,0.078052275022946,-0.078052275022946
1,0,0.386833043684853,1,0.733605898342636,0.733605898342636,1,0.0959984645382119,0.0959984645382119
1,0,0.456599694786202,-1,0.996159249536249,-0.996159249536249,-1,0.226333912630294,-0.226333912630294
1,1,0.504860029437521,-1,0.482166170045811,-0.482166170045811,-1,0.0868006104275969,-0.0868006104275969
1,0,0.365139005222807,1,0.361129672772441,0.361129672772441,1,0.00972005887504175,0.00972005887504175
1,0,0.284150398886651,-1,0.723010874037717,-0.723010874037717,-1,0.269721989554386,-0.269721989554386
1,0,0.355544972407092,-1,0.986472506539322,-0.986472506539322,-1,0.431699202226699,-0.431699202226699
1,1,0.560473995814213,-1,0.996580382938156,-0.996580382938156,-1,0.288910055185815,-0.288910055185815
1,0,0.461180070696659,1,0.980833408793486,0.980833408793486,1,0.120947991628426,0.120947991628426
1,0,0.460087546331709,-1,0.505599887785785,-0.505599887785785,-1,0.0776398586066811,-0.0776398586066811
1,1,0.640964455998166,-1,0.999573662685437,-0.999573662685437,-1,0.0798249073365819,-0.0798249073365819
1,0,0.513175796276869,1,0.982283079446381,0.982283079446381,1,0.281928911996331,0.281928911996331
1,1,0.474621371813867,-1,-0.00134087010361523,0.00134087010361523,1,0.026351592553738,0.026351592553738
1,0,0.306184506110137,1,-0.0573378053054692,-0.0573378053054692,-1,0.050757256372265,-0.050757256372265
1,1,0.499484057293342,-1,0.997765467829635,-0.997765467829635,-1,0.387630987779726,-0.387630987779726
1,0,0.532078266189488,1,0.689790452255646,0.689790452255646,-1,0.00103188541331566,-0.00103188541331566
1,0,0.54393545800022,-1,-0.360540917557036,0.360540917557036,1,0.0641565323789756,0.0641565323789756
1,0,0.517134726605512,-1,0.982280476922088,-0.982280476922088,1,0.0878709160004393,0.0878709160004393
1,0,0.41259249208279,-1,0.996209162467258,-0.996209162467258,1,0.0342694532110243,0.0342694532110243
1,0,0.489279229560087,-1,0.995936690260569,-0.995936690260569,-1,0.174815015834419,-0.174815015834419
1,1,0.719956655849197,-1,0.0678976739081822,-0.0678976739081822,-1,0.0214415408798266,-0.0214415408798266
1,1,0.541509940802696,1,0.934322580081705,0.934322580081705,1,0.439913311698394,0.439913311698394
1,0,0.443673751801545,1,0.348169714626201,0.348169714626201,1,0.0830198816053929,0.0830198816053929
1,1,0.682392861610443,-1,0.999807003177337,-0.999807003177337,-1,0.112652496396909,-0.112652496396909
1,0,0.390565176753404,1,0.997221590508774,0.997221590508774,1,0.364785723220885,0.364785723220885
1,1,0.52282936658654,-1,0.997678115803815,-0.997678115803815,-1,0.218869646493192,-0.218869646493192
1,0,0.487947434267299,1,0.983888358431362,0.983888358431362,1,0.0456587331730798,0.0456587331730798
1,0,0.468716923653293,-1,0.345797946307642,-0.345797946307642,-1,0.0241051314654015,-0.0241051314654015
1,1,0.678114153924923,-1,0.982942557076217,-0.982942557076217,-1,0.0625661526934143,-0.0625661526934143
1,0,0.272471761765755,1,0.983012752721509,0.983012752721509,1,0.356228307849846,0.356228307849846
1,1,0.705493397565508,-1,0.992688736000746,-0.992688736000746,-1,0.45505647646849,-0.45505647646849
1,1,0.756697975584337,1,0.998880940038095,0.998880940038095,1,0.410986795131015,0.410986795131015
1,0,0.442088470388991,1,0.996332964790422,0.996332964790422,1,0.513395951168673,0.513395951168673
1,1,0.552351484778425,-1,0.996089416098464,-0.996089416098464,-1,0.115823059222017,-0.115823059222017
1,0,0.498181968142581,1,0.574116771132594,0.574116771132594,1,0.104702969556849,0.104702969556849
1,0,0.294353047031518,-1,0.0251289390025534,-0.0251289390025534,-1,0.00363606371483891,-0.00363606371483891
1,0,0.498743004958448,-1,0.994444444444444,-0.994444444444444,-1,0.411293905936964,-0.411293905936964
1,1,0.591538477480518,-1,0.721746100556888,-0.721746100556888,-1,0.00251399008310392,-0.00251399008310392
1,1,0.742406859178692,1,0.998757737250692,0.998757737250692,1,0.183076954961035,0.183076954961035
1,1,0.487167675675722,1,0.984189266946181,0.984189266946181,1,0.484813718357383,0.484813718357383
1,0,0.520005584492591,1,0.070197019038348,0.070197019038348,-1,0.025664648648557,-0.025664648648557
1,0,0.44895640799506,-1,0.00740664298992123,-0.00740664298992123,1,0.0400111689851829,0.0400111689851829
1,1,0.644156910383312,-1,0.994975291631955,-0.994975291631955,-1,0.233273042640679,-0.233273042640679
1,0,0.240310331280989,1,0.995080405251896,0.995080405251896,1,0.288313820766624,0.288313820766624
1,0,0.4958209551002,-1,0.994038626857173,-0.994038626857173,-1,0.519379337438022,-0.519379337438022
1,1,0.535103839476569,-1,-0.0593728677673659,0.0593728677673659,-1,0.00835808979960054,-0.00835808979960054
1,0,0.371428648461651,1,0.506894723518119,0.506894723518119,1,0.0702076789531389,0.0702076789531389
1,0,0.293833451280956,-1,0.998327995776617,-0.998327995776617,-1,0.257142703076699,-0.257142703076699
1,1,0.496859653184673,-1,0.997354658272939,-0.997354658272939,-1,0.412333097438088,-0.412333097438088
1,0,0.491537120390954,1,0.990245828570053,0.990245828570053,-1,0.00628069363065404,-0.00628069363065404
1,1,0.512059272622977,-1,0.509769670005889,-0.509769670005889,-1,0.0169257592180922,-0.0169257592180922
1,1,0.719608438487261,1,0.999012628431916,0.999012628431916,1,0.0241185452459534,0.0241185452459534
1,1,0.54812331573704,1,0.0244290582350074,0.0244290582350074,1,0.439216876974522,0.439216876974522
1,0,0.300177317671021,1,0.817743929111683,0.817743929111683,1,0.0962466314740809,0.0962466314740809
1,1,0.63458737497137,-1,0.993046874727521,-0.993046874727521,-1,0.399645364657958,-0.399645364657958
1,0,0.479187540610854,1,0.900096126364115,0.900096126364115,1,0.26917474994274,0.26917474994274
1,0,0.465853059466452,-1,0.187718704839574,-0.187718704839574,-1,0.0416249187782923,-0.0416249187782923
1,1,0.636476989362648,-1,0.0930542090572839,-0.0930542090572839,-1,0.0682938810670957,-0.0682938810670957
1,0,0.299818658831265,1,0.997809175966179,0.997809175966179,1,0.272953978725295,0.272953978725295
1,0,0.437706016221854,-1,0.998278110138967,-0.998278110138967,-1,0.400362682337471,-0.400362682337471
1,1,0.501658780097124,-1,0.989319411761037,-0.989319411761037,-1,0.124587967556292,-0.124587967556292
1,1,0.525200891142833,1,0.996312140486314,0.996312140486314,1,0.00331756019424705,0.00331756019424705
1,1,0.500131322338604,1,0.0240200381252777,0.0240200381252777,1,0.0504017822856668,0.0504017822856668
1,1,0.569983690174649,1,0.589084637021104,0.589084637021104,1,0.000262644677209023,0.000262644677209023
1,0,0.495475658570096,1,0.058187533362555,0.058187533362555,1,0.139967380349298,0.139967380349298
1,1,0.521989344517213,-1,0.581068155030543,-0.581068155030543,-1,0.00904868285980783,-0.00904868285980783
1,0,0.316678253439437,1,0.869413740582552,0.869413740582552,1,0.0439786890344264,0.0439786890344264
1,0,0.323458993241077,-1,0.999247267343887,-0.999247267343887,-1,0.366643493121126,-0.366643493121126
1,1,0.47376388113526,-1,0.738107590370031,-0.738107590370031,-1,0.353082013517846,-0.353082013517846
1,1,0.513640029291798,1,0.24401994286188,0.24401994286188,-1,0.0524722377294793,-0.0524722377294793
1,0,0.482833624607818,1,-0.46156305207744,-0.46156305207744,1,0.027280058583596,0.027280058583596
1,1,0.500425297229286,-1,0.0162446964042928,-0.0162446964042928,-1,0.0343327507843649,-0.0343327507843649
1,0,0.470042491678345,1,0.0937633401237933,0.0937633401237933,1,0.0008505944585722,0.0008505944585722
1,0,0.482683310938624,-1,0.863994225700798,-0.863994225700798,-1,0.0599150166433099,-0.0599150166433099
1,1,0.534017573407559,-1,0.988010080889954,-0.988010080889954,-1,0.0346333781227516,-0.0346333781227516
1,1,0.688228269335648,1,0.527117103871909,0.527117103871909,1,0.0680351468151181,0.0680351468151181
1,0,0.448396860807573,1,0.99072543047431,0.99072543047431,1,0.376456538671295,0.376456538671295
1,1,0.547792877553026,-1,0.996479811116998,-0.996479811116998,-1,0.103206278384855,-0.103206278384855
1,1,0.515515931583553,1,0.749810890850306,0.749810890850306,1,0.0955857551060513,0.0955857551060513
1,1,0.589767216436767,1,0.88278121740877,0.88278121740877,1,0.0310318631671052,0.0310318631671052
1,1,0.58439756458428,1,0.73442187785331,0.73442187785331,1,0.179534432873534,0.179534432873534
1,1,0.516002309182159,1,0.446231766810665,0.446231766810665,1,0.168795129168559,0.168795129168559
1,0,0.487301129009034,1,0.191948841927834,0.191948841927834,1,0.0320046183643174,0.0320046183643174
1,0,0.321626434707708,-1,0.972609116604118,-0.972609116604118,-1,0.025397741981932,-0.025397741981932
1,1,0.5500042927627,-1,0.569805939364401,-0.569805939364401,-1,0.356747130584584,-0.356747130584584
1,1,0.546665667192333,1,0.738284143021008,0.738284143021008,1,0.100008585525401,0.100008585525401
1,1,0.547053267387299,1,0.834495109769424,0.834495109769424,1,0.093331334384666,0.093331334384666
1,0,0.385053486057449,1,0.999803593408084,0.999803593408084,1,0.0941065347745984,0.0941065347745984
1,1,0.586105279702919,-1,0.330455507526378,-0.330455507526378,-1,0.229893027885102,-0.229893027885102
1,1,0.512436550172067,1,0.540518381107762,0.540518381107762,1,0.172210559405838,0.172210559405838
1,1,0.614086685053559,-1,0.695884953576484,-0.695884953576484,-1,0.116479820991598,-0.116479820991598
1,0,0.463924020418676,1,0.989492777084079,0.989492777084079,1,0.228173370107119,0.228173370107119
1,0,0.464151769258668,-1,0.996830920082436,-0.996830920082436,-1,0.0721519591626484,-0.0721519591626484
1,1,0.521931177964431,-1,0.656602773979378,-0.656602773979378,-1,0.0716964614826639,-0.0716964614826639
1,1,0.8471991524907,1,0.897688276190659,0.897688276190659,1,0.0438623559288624,0.0438623559288624
1,1,0.792321126798775,1,0.990969316037349,0.990969316037349,1,0.694398304981401,0.694398304981401
1,1,0.54933157147992,1,0.999185073899879,0.999185073899879,1,0.584642253597551,0.584642253597551
1,0,0.481885739870268,1,0.757444559588691,0.757444559588691,1,0.0986631429598401,0.0986631429598401
1,0,0.291978045955702,-1,0.980511030711156,-0.980511030711156,-1,0.0362285202594641,-0.0362285202594641
1,1,0.531908372471651,-1,0.99897258870204,-0.99897258870204,-1,0.416043908088597,-0.416043908088597
1,0,0.448499935362919,1,0.964257312520025,0.964257312520025,1,0.0638167449433013,0.0638167449433013
1,0,0.472149662121283,-1,0.987562605371673,-0.987562605371673,-1,0.103000129274162,-0.103000129274162
1,0,0.3038050766961,-1,0.684792217451566,-0.684792217451566,-1,0.0557006757574343,-0.0557006757574343
1,0,0.424436469868786,-1,0.998490319012884,-0.998490319012884,-1,0.392389846607799,-0.392389846607799
1,1,0.484543873565752,-1,0.997148227398422,-0.997148227398422,-1,0.180239246505498,-0.180239246505498
1,0,0.182871076503769,1,0.214889478234406,0.214889478234406,-1,0.0309122528684968,-0.0309122528684968
1,0,0.255580421632666,-1,0.978812091335551,-0.978812091335551,-1,0.634257846992463,-0.634257846992463
1,0,0.377113898399329,-1,0.991001512223895,-0.991001512223895,-1,0.488839156734669,-0.488839156734669
1,1,0.479167159774999,-1,0.752158154626439,-0.752158154626439,-1,0.245772203201342,-0.245772203201342
1,0,0.414504400366566,1,-0.19360978928694,-0.19360978928694,-1,0.0416656804500019,-0.0416656804500019
1,1,0.527150013324749,-1,0.996557470688027,-0.996557470688027,-1,0.170991199266868,-0.170991199266868
1,0,0.469511929779641,1,-0.0676995842539425,-0.0676995842539425,1,0.0543000266494972,0.0543000266494972
1,1,0.504262426068592,-1,0.86559864948419,-0.86559864948419,-1,0.0609761404407186,-0.0609761404407186
1,1,0.737720300588127,1,0.174763988346215,0.174763988346215,1,0.0085248521371832,0.0085248521371832
1,1,0.707126969015233,1,0.998589790347529,0.998589790347529,1,0.475440601176254,0.475440601176254
1,0,0.499523904071713,1,0.916064868300449,0.916064868300449,1,0.414253938030467,0.414253938030467
1,0,0.335782388282623,-1,0.426533765099415,-0.426533765099415,-1,0.000952191856572989,-0.000952191856572989
1,1,0.718836425371434,-1,0.935180889424301,-0.935180889424301,-1,0.328435223434755,-0.328435223434755
1,0,0.211279966359011,1,0.994673164426862,0.994673164426862,1,0.437672850742868,0.437672850742868
1,1,0.541304269810278,-1,0.998698676856941,-0.998698676856941,-1,0.577440067281978,-0.577440067281978
1,1,0.526256415426814,1,0.771212794246955,0.771212794246955,1,0.0826085396205558,0.0826085396205558
1,1,0.428358670076017,1,0.967948179864785,0.967948179864785,1,0.0525128308536272,0.0525128308536272
1,0,0.457759661096862,1,-0.770781163778839,-0.770781163778839,-1,0.143282659847966,-0.143282659847966
1,1,0.758392476224886,-1,0.586023874505816,-0.586023874505816,-1,0.0844806778062764,-0.0844806778062764
1,0,0.438385338851225,1,0.99706191462786,0.99706191462786,1,0.516784952449773,0.516784952449773
1,0,0.426648221226718,-1,0.593080918506123,-0.593080918506123,-1,0.123229322297549,-0.123229322297549
