,0,1,2,3,4,5,6
0,0.8927956701853395,0.0,0.0,0.0,0.0,0.0,0.0
1,1.6704190778183525,1.0,0.993463129690236,0.993463129690236,1.0,0.8927956701853395,0.8927956701853395
2,1.505299981100079,1.0,0.999999992692582,0.999999992692582,1.0,1.6704190778183525,1.6704190778183525
3,-0.6968479735406059,1.0,0.00025591006316089127,0.00025591006316089127,1.0,1.505299981100079,1.505299981100079
4,-0.6741404493341524,-1.0,0.07055248320454527,-0.07055248320454527,-1.0,0.6968479735406059,-0.6968479735406059
5,-1.4349656638070225,-1.0,0.999559546261267,-0.999559546261267,-1.0,0.6741404493341524,-0.6741404493341524
6,1.5528356117899103,-1.0,0.09601570015845973,-0.09601570015845973,-1.0,1.4349656638070225,-1.4349656638070225
7,0.5360614266889059,1.0,0.9999993391457931,0.9999993391457931,1.0,1.5528356117899103,1.5528356117899103
8,-1.4503324990400372,1.0,0.660242684493891,0.660242684493891,1.0,0.5360614266889059,0.5360614266889059
9,-1.66810156401276,-1.0,0.0019042008868884186,-0.0019042008868884186,-1.0,1.4503324990400372,-1.4503324990400372
10,0.2645861818446501,-1.0,0.02158991296566337,-0.02158991296566337,-1.0,1.66810156401276,-1.66810156401276
11,1.7796913724251748,-1.0,0.17184474026074548,-0.17184474026074548,1.0,0.2645861818446501,0.2645861818446501
12,-0.7913071400165232,1.0,0.9983007363972528,0.9983007363972528,1.0,1.7796913724251748,1.7796913724251748
13,1.0374383313618365,-1.0,0.6387095906164144,-0.6387095906164144,-1.0,0.7913071400165232,-0.7913071400165232
14,1.5856860877189392,1.0,0.9949677651517287,0.9949677651517287,1.0,1.0374383313618365,1.0374383313618365
15,1.5773669316090244,1.0,0.9999970775299953,0.9999970775299953,1.0,1.5856860877189392,1.5856860877189392
16,-1.0299340791361915,1.0,0.9999999783412625,0.9999999783412625,1.0,1.5773669316090244,1.5773669316090244
17,-0.8851440516289473,-1.0,-0.00019877120780381619,0.00019877120780381619,-1.0,1.0299340791361915,-1.0299340791361915
18,0.6744188281153931,-1.0,2.5486302409671868e-05,-2.5486302409671868e-05,-1.0,0.8851440516289473,-0.8851440516289473
19,1.2824166712782292,1.0,0.1072971889001611,0.1072971889001611,1.0,0.6744188281153931,0.6744188281153931
