,slowdrift0
997,-0.2702861560488317
998,-0.2705814884281597
999,-0.27334939115047985
1000,-0.2806032919960939
1001,-0.2878562914675021
1002,-0.2953643843146553
1003,-0.3030531598240829
1004,-0.3107406669838728
1005,-0.3173433817491139
1006,-0.32128272880702763
1007,-0.32844449804326864
1008,-0.3355725023443878
1009,-0.33941595205763897
1010,-0.3458039426739435
1011,-0.35468259751174486
1012,-0.36660775486475206
1013,-0.3830413335185445
1014,-0.39770104347395757
1015,-0.4107519032091489
1016,-0.42379876269771805
1017,-0.4368097661522327
1018,-0.44980074537006837
1019,-0.460431418143564
1020,-0.47105298688905517
1021,-0.48007942770632506
1022,-0.48824728246749777
1023,-0.49674123585401
1024,-0.5036083397723292
1025,-0.5099518377400639
1026,-0.5122230077285521
1027,-0.514480571497147
1028,-0.5167278626160192
1029,-0.5227014491405838
1030,-0.5275840222155914
1031,-0.5281748295966311
1032,-0.5263479245335471
1033,-0.5245114973057522
1034,-0.5230907642925319
1035,-0.5200097586894273
1036,-0.5166946803661584
1037,-0.5117240670373897
1038,-0.5059707847257787
1039,-0.5002205194295763
1040,-0.4904620154199679
1041,-0.48020971305423815
1042,-0.47279715796120175
1043,-0.469465367295523
1044,-0.4641083857522252
1045,-0.46325664997637483
1046,-0.46239911205392
1047,-0.46311112402451216
1048,-0.46377389392153645
1049,-0.46392310577428986
1050,-0.4636735383839005
1051,-0.4645157066832608
1052,-0.4654911749770957
1053,-0.46646865903040574
1054,-0.46764794393215325
1055,-0.4682168956715644
1056,-0.46821550582634797
1057,-0.4682311262501425
1058,-0.4682238697834814
1059,-0.4696365537276505
1060,-0.4756689028811281
1061,-0.4815149882689483
1062,-0.4845687670715555
1063,-0.48757759426871633
1064,-0.4891279566446539
1065,-0.48920768508551576
1066,-0.489339612673659
1067,-0.4894484515814528
1068,-0.4895585204982035
1069,-0.4935521496905634
1070,-0.49606168660768474
1071,-0.4956538249839824
1072,-0.4945894270450202
1073,-0.4935258309661901
1074,-0.4940770191899543
1075,-0.4989214138795557
1076,-0.5027909801200163
1077,-0.5096736863327203
1078,-0.5165943601554316
1079,-0.5280014248937753
1080,-0.5394423160294775
1081,-0.5453161854853117
1082,-0.5511895106010067
1083,-0.5582345630376877
1084,-0.5672253887246835
1085,-0.578582093166335
1086,-0.5904088913663842
1087,-0.6015992188995057
1088,-0.6101327074910196
1089,-0.617207015503912
1090,-0.6242515081105137
1091,-0.6361141498313171
1092,-0.6442632939031613
1093,-0.6530351703485623
1094,-0.6589921378289748
1095,-0.6659771110888223
1096,-0.6680485603807005
1097,-0.668276649247561
1098,-0.666741627886173
1099,-0.6637095767665919
1100,-0.6606919456238148
1101,-0.6560626809355417
1102,-0.6472893504191305
1103,-0.6395621856942395
1104,-0.6366194428236919
1105,-0.6331405599701326
1106,-0.6322391773413996
1107,-0.6332498865939823
1108,-0.6405098394430275
1109,-0.6452573959026481
1110,-0.6499979117582642
1111,-0.6556489452730332
1112,-0.6669532104437096
1113,-0.6782275844285978
1114,-0.6887335626632464
1115,-0.699245842283367
1116,-0.7049037388412154
1117,-0.7082636080155219
1118,-0.7115691070388198
1119,-0.7148742181429529
1120,-0.7181824874974269
1121,-0.7190279543880621
1122,-0.7198633761427825
1123,-0.7206953645439312
1124,-0.7228467442591551
1125,-0.7250916140648667
1126,-0.722003015136111
1127,-0.7179947247844437
1128,-0.7188592802014298
1129,-0.7236960844625296
1130,-0.7281169810369232
1131,-0.7327649824311471
1132,-0.7400005338434459
1133,-0.7472349996314103
1134,-0.7477835729142023
1135,-0.753397183888796
1136,-0.7590609375669839
1137,-0.7647301412025721
1138,-0.7703800201281011
1139,-0.7731634761557303
1140,-0.7749974656872727
1141,-0.7812619057863596
1142,-0.7874245881437257
1143,-0.786592029840453
1144,-0.7918125909898731
1145,-0.7958733578288878
1146,-0.7991919636513998
1147,-0.8029513641043696
1148,-0.8028344128310765
1149,-0.8027699772463385
1150,-0.7993778291083569
1151,-0.7944839021556035
1152,-0.7871443370337672
1153,-0.7847912771217207
1154,-0.78058844346381
1155,-0.7797987308755696
1156,-0.7783930681898147
1157,-0.7817203432122946
1158,-0.780963979490893
1159,-0.7799578656302184
1160,-0.7814926840086989
1161,-0.7831204038586232
1162,-0.7847450445702296
1163,-0.7844743274263931
1164,-0.7832094936565503
1165,-0.781737056778598
1166,-0.7830917196004419
1167,-0.7844323805985283
1168,-0.7854513706298598
1169,-0.7910793329857815
1170,-0.7967223828502866
1171,-0.8024245930076156
1172,-0.8070578132558304
1173,-0.8131117226617125
1174,-0.8155475954478485
1175,-0.8156989454861392
1176,-0.8119704506361213
1177,-0.8068154469523804
1178,-0.8016774485594993
1179,-0.7968259910008656
1180,-0.7919965484025077
1181,-0.7867569460654589
1182,-0.7815168956993461
1183,-0.7762800067509172
1184,-0.7709031429686393
1185,-0.7654656265025714
1186,-0.7564881007222948
1187,-0.7515126389695032
1188,-0.7466077664258218
1189,-0.7416538596380698
1190,-0.7370222555486206
1191,-0.7320275260876
1192,-0.7239713569338982
1193,-0.7141477718493406
1194,-0.7102932136196687
1195,-0.7064383158995324
1196,-0.7066685900413441
1197,-0.707293045161496
1198,-0.7053621106202189
1199,-0.7009418885327103
1200,-0.6941367355486052
1201,-0.6864405472525638
1202,-0.679760474022868
1203,-0.6721755684256372
1204,-0.6645902107411695
1205,-0.657001878168211
1206,-0.6525849885749377
1207,-0.6472493155722531
1208,-0.6418949455684237
1209,-0.6365299363547768
1210,-0.6307569019586112
1211,-0.6286711918691287
