,0
0,-0.00048386146035220523
1,-0.004698512742244858
2,-0.008913530303771889
3,-0.01312924273424418
4,-0.01734250220216017
5,-0.02155622513838729
6,-0.025771628518355974
7,-0.029989040967356696
8,-0.03421476897329291
9,-0.038443164206147115
10,-0.0426745563328825
11,-0.04884844451473265
12,-0.05502614074980017
13,-0.06120717997108237
14,-0.06739301355940049
15,-0.07358410087074155
16,-0.07978092454066525
17,-0.08598394457246514
18,-0.0921936317658586
19,-0.0984153980777439
20,-0.10464483655866977
21,-0.11185847199347185
22,-0.11908082752359017
23,-0.13090432994032464
24,-0.14273793592447737
25,-0.15409170811051007
26,-0.16545693296041597
27,-0.21390064040685308
28,-0.2628909133306422
29,-0.31194545722593403
30,-0.36102431929261963
31,-0.41013132554752074
32,-0.4603446252157429
33,-0.5105938117344204
34,-0.5608828026122868
35,-0.6112155180190696
36,-0.6160280701509064
37,-0.6208886456677477
38,-0.6257966762187289
39,-0.5952932991262784
40,-0.564812310053738
41,-0.5343737919440845
42,-0.5376512508806623
43,-0.5396483648013969
44,-0.5416280715604352
45,-0.5436501694564632
46,-0.5457097785578233
47,-0.5478118289909069
48,-0.549944655252776
49,-0.5495276804970712
50,-0.543575793276335
51,-0.5376662969388128
52,-0.5320296370658394
53,-0.5264423070125535
54,-0.5208960165528891
55,-0.49339586991676393
56,-0.4368305739738107
57,-0.3803634784334619
58,-0.3239697075244794
59,-0.2673198230704495
60,-0.21069077793111618
61,-0.15365677502134123
62,-0.09318735914700918
63,-0.08309028924254894
64,-0.06747178773320132
65,-0.05185852516683904
66,-0.036249305308995096
67,-0.02064645543678682
68,-0.00504521520280038
69,0.011818110918750561
70,0.02868235833873247
71,0.045549101617439046
72,0.06241938073233201
73,0.07820622737209108
74,0.09399917068380141
75,0.10979944206494653
76,0.12561345954616338
77,0.14142169801114512
78,0.1572409646383177
79,0.17307168233020492
80,0.18891588725904118
81,0.20477573140682884
82,0.22564387527374757
83,0.24652960420224138
84,0.26743451135418483
85,0.2883787729029428
86,0.3093455529484215
87,0.33012112432645596
88,0.35099340584663186
89,0.37162051047179917
90,0.39227436114834413
91,0.4212681060571081
92,0.45033983953682116
93,0.4794465274366675
94,0.5091357042149646
95,0.5388645789935973
96,0.5686354617694472
97,0.5984506727010166
98,0.6283332848712332
99,0.6586908616612007
100,0.6890997384172604
101,0.7160149519749526
102,0.7429859835582624
103,0.7682118200338658
104,0.7934975436053316
105,0.8188451254524624
106,0.84425654158926
107,0.8601896634643141
108,0.8743109965419594
109,0.8887549021591332
110,0.9032680919875591
111,0.917851697276909
112,0.9323123965163279
113,0.9468457755685358
114,0.9641994501342125
115,0.9822623990067288
116,1.0004019384086118
117,1.0093248965724844
118,1.0183264981264724
119,1.0274074900458778
120,1.0365327635268842
121,1.0785761746163103
122,1.1207036594976654
123,1.1629185104990984
124,1.2052240467019784
125,1.2476235381689378
126,1.2831408519011447
127,1.3408252709654498
128,1.3978203727102845
129,1.454970001182067
130,1.5122328905536813
131,1.5696136503750522
132,1.6550819895178726
133,1.7406794332077231
134,1.8264194623320282
135,1.9123018640220937
136,1.998333342005972
137,2.027245313495984
138,2.0563153219117734
139,2.0855455802065084
140,2.114938420271737
141,2.1444961393058244
142,2.1743552796893253
143,2.2043839251894384
144,2.2352570313580338
145,2.266337471449306
146,2.2975946493287633
147,2.329030278822254
148,2.3606474714323857
149,2.3924486917582373
150,2.4244363721334574
151,2.456613053054466
152,2.4889825731094293
153,2.5215461255055867
154,2.554323550715423
155,2.5873042545481097
156,2.5892672887281036
157,2.5914321735708064
158,2.593799077116548
159,2.596217705142756
160,2.59896620687151
161,2.601917236886146
162,2.605071053556837
163,2.608420487610259
164,2.611961298867001
165,2.615705697623769
166,2.619951987039023
167,2.6244025187910736
168,2.6290621984738913
169,2.633926830657663
170,2.638996798870968
171,2.644272507124331
172,2.6497546981437385
173,2.655443454734663
174,2.6617565401224264
175,2.668272202391606
176,2.682691882215855
177,2.697320695276887
178,2.7121597819875496
179,2.7230267209976593
180,2.7341059376088617
181,2.7453976487439506
182,2.7569033814391237
183,2.768628409225096
184,2.78056926956122
185,2.7925802699093034
186,2.8048086741489615
187,2.8161110257432407
188,2.827632911390021
189,2.858106348800074
190,2.888811035390972
191,2.9197410008680724
192,2.9508985791007545
193,2.9822860339839257
194,3.013886021592175
195,3.045720961171233
196,3.053204307465233
197,3.0642192643163915
198,3.075475591020996
199,3.0869716710031443
200,3.098708401818599
201,3.1106979996817157
202,3.1229300966374796
203,3.1354056537133994
204,3.1481256360036705
205,3.1611806975688443
206,3.1744821936805203
207,3.1880311531935512
208,3.2018288850129064
209,3.21587612606243
210,3.229751393682612
211,3.23547906216639
212,3.241458957132271
213,3.2476915418859913
214,3.254177287768097
215,3.2609167149294382
216,3.267910346887064
217,3.275158733659882
218,3.2826462793340743
219,3.2903952001296477
220,3.2984006285388032
221,3.3066631886784257
222,3.3468011299604896
223,3.387199976105606
224,3.427862876466512
225,3.4126094741706052
226,3.3976221070266397
227,3.382899606426977
228,3.3684408247996
229,3.3253502293951427
230,3.2825188661567055
231,3.220345882144719
232,3.1584239449831717
233,3.095575923852558
234,3.0329692229506833
235,3.0045710877868816
236,2.976407341725769
237,2.9484756276735333
238,2.9207736939002
239,2.8932994612103866
240,2.866050779986587
241,2.8390685688017965
242,2.8123012437854364
243,2.785753105268467
244,2.769115689621776
245,2.75269414450503
246,2.7360586297525207
247,2.7196339669186456
248,2.7108681481637897
249,2.702313659170259
250,2.6939698330602644
251,2.6571341973766285
252,2.620505702065319
253,2.5840815016495218
254,2.5478587471549967
255,2.511834614781456
256,2.4760063183075975
257,2.448881225672774
258,2.421899606906736
259,2.4720058408782357
260,2.522304656388702
261,2.572800101214592
262,2.5991144439411653
263,2.6178366839915275
264,2.6367529773491953
265,2.655874822709887
266,2.675203884479996
267,2.694742680083441
268,2.6284693694130694
269,2.622510632639532
270,2.616756337586384
271,2.6112060356275606
272,2.6086856822064353
273,2.606343755764311
274,2.604205014719927
275,2.602265969338259
276,2.6005298332969247
277,2.5995446998889062
278,2.5982604593262733
279,2.5971787700251077
280,2.5962995476606974
281,2.595622723690374
282,2.5951482348168646
283,2.5948760541809395
284,2.5947277605472627
285,2.594781742778214
286,2.5949640003759766
287,2.5953485295704413
288,2.5972996223173634
289,2.5994531914164978
290,2.5929243265500843
291,2.586597596958972
292,2.580283803057994
293,2.573986435546579
294,2.548738353168648
295,2.523688961574133
296,2.497514864475235
297,2.4715472915726266
298,2.445772391231105
299,2.4201881547122057
300,2.394788201744805
301,2.3692397922269297
302,2.3438760772293463
303,2.3186949365280576
304,2.2936945522129886
305,2.3048112158562475
306,2.3160936818854276
307,2.3275566967636347
308,2.339219897712547
309,2.351065733634998
310,2.3605208272735063
311,2.3701598593538074
312,2.377114563235729
313,2.384328212636124
314,2.3917277357763225
315,2.3993137096120725
316,2.4067797472845496
317,2.414433408963692
318,2.4222752413400825
319,2.4303059057883303
320,2.438509836320496
321,2.4469039844426637
322,2.4568478669963287
323,2.4668809112998917
324,2.477106264976169
325,2.487734378160606
326,2.4985564263813536
327,2.5095732532645405
328,2.520771047819829
329,2.532165358905339
330,2.5437571146308837
331,2.555540849359301
332,2.567523805026197
333,2.514373257109521
334,2.4614213908879945
335,2.408098588804541
336,2.3550610548812934
337,2.301964888636415
338,2.2490361470441944
339,2.196236259190915
340,2.1414443266881413
341,2.041648436518003
342,1.9420117061049844
343,1.840132343946602
344,1.7376452400711104
345,1.6352935969166997
346,1.578696552941827
347,1.52222257419282
348,1.4650544528880018
349,1.4080005468479184
350,1.3510564035861952
351,1.294217583937389
352,1.237479656946711
353,1.1808381995094814
354,1.1411340015500515
355,1.1015181945818695
356,1.0609533271909963
357,1.0207945772908789
358,0.9808873740355554
359,0.9410566407258592
360,0.9012992688872982
361,0.8616121591747671
362,0.8219912882338107
363,0.7824054381672758
364,0.7425213776588632
365,0.7026952015096444
366,0.6629115639711518
