,ntrials,n_iters,sens_sim,bias_sim,sigma_sim,AR_sim,prevresp_sim,prevconf_sim,prevrespconf_sim,prevsignevi_sim,prevabsevi_sim,prevsignabsevi_sim,sens_fit,bias_fit,sigma_fit,AR_fit,prevresp_fit,prevconf_fit,prevrespconf_fit,prevsignevi_fit,prevabsevi_fit,prevsignabsevi_fit
0,10000,1000,10,0,0.1,0.9995,0,0,0,0,0,0,10.355992223340433,0,0.03100047430629482,0.9961486498147702,-0.008752415328900564,0.1941324063574812,0.19102280324980508,-0.2072455684580805,-0.0861464036086685,0.060945801801452176
1,50000,1000,10,0,0.1,0.9995,0,0,0,0,0,0,10.428910747954616,0,0.015685235402957215,0.9994421443512231,-0.09222157445616277,-0.06924481687008648,-0.019346809857892482,0.045461633893492066,0.009492272176136215,0.03165187488486407
2,10000,1000,10,0,0.1,0.9995,0,0,0,0,0,0,10.327405034524915,0,0.011769161879140769,0.9993629317906655,0.02068491262335906,-0.0974277794644595,0.0766975593076033,-0.09539220687130899,0.21069813632646803,0.09789676600955464
3,50000,1000,10,0,0.1,0.9995,0,0,0,0,0,0,5.3001005696908585,0,0.2772153655167955,0.21543411207231142,0.8792341236256288,-0.08564906327461878,1.0980151119300092,-0.7085733466707188,0.03868558283118964,-0.5433559952396775
4,10000,1000,10,0,0.1,0.9995,0,0,0,0,0,0,9.89870415642835,0,0.012142367033888452,0.9980853262640673,-0.02549972209186952,-0.23782191970420033,0.14880607650276087,-0.010317653538007052,0.004959175442052963,-0.11211240766244678
5,50000,1000,10,0,0.1,0.9995,0,0,0,0,0,0,12.369225653811174,0,0.17521895240539828,0.9872653171475712,-0.4928550155938085,-0.054832285806231326,0.16696600702745495,0.3330527175899613,0.020133339727862395,0.01061197009655137
6,10000,1000,10,0,0.1,0.9995,0,0,0,0,0,0,6.756114723359569,0,0.0001637040519658442,0.6117759842098857,0.590372229123786,-0.04985336546849164,0.52579294680208,-0.49066698643113804,0.02981686341333135,-0.2581488338524138
7,50000,1000,10,0,0.1,0.9995,0,0,0,0,0,0,11.596566605015834,0,0.040407542330003716,0.9980199970906469,-0.08195865640678267,0.03666101898074062,-0.013709808303168581,-0.025832182705801406,0.055067976264479325,0.035810669789081234
8,10000,1000,10,0,0.1,0.9995,0,0,0,0,0,0,6.311344415604506,0,0.0005808517682033603,0.7098612126139519,0.6639844307404194,0.0041618749713121985,0.641753217483735,-0.5372092332171021,-0.0004312288371327652,-0.3378659711333036
9,50000,1000,10,0,0.1,0.9995,0,0,0,0,0,0,5.4960874139153715,0,0.017338522971135327,-0.0957119224924369,0.817620058277669,0.0459511289474259,0.9594281839629804,-0.7625075304996026,-0.03148375545952605,-0.38454447219313287
10,10000,1000,10,0,0.1,0.9995,0,0,0,0,0,0,10.341197813377535,0,0.022241917362374786,0.9976065731276418,-0.04745285207786722,0.1176160758779454,-0.04429416764187846,-0.14710344822701868,0.06379776112199466,0.20168266650894523
11,50000,1000,10,0,0.1,0.9995,0,0,0,0,0,0,10.786789853105272,0,0.025733299000847303,0.9980690190750374,-0.0894164564417234,0.09235794521154554,0.033726484674686336,0.07577489978042584,0.04756428353353895,0.01916575120954495
12,10000,1000,10,0,0.1,0.9995,0,0,0,0,0,0,5.52874865461437,0,0.0013385888727059645,0.5318394898266344,0.8429255160011004,-0.07024365601944288,0.9502074355386607,-0.6357989059198412,0.04705826156514477,-0.4912190701044744
