,ntrials,n_iters,mse,sens_sim,sens_fit,bias_sim,bias_fit,sigma_sim,sigma_fit,c_fit,prevresp_sim,prevresp_fit,prevconf_sim,prevconf_fit,prevconfprevresp_sim,prevconfprevresp_fit
0,500,50,0.8122952011098173,10,9.648835346900839,-5,-4.935152169786668,0.1,1e-08,-1.0476120519823153,0,0.3255611480296073,0,-0.1217429062208496,0,-0.19288148050164203
1,500,50,0.47952079675956,10,9.822942542467105,-5,-4.548080962380622,0.1,1e-08,-1.0309754029346774,0,0.023904724004397776,0,-0.48821194010061,0,-0.06367297923235292
2,500,50,0.7127707537043734,10,8.697977738693611,-5,-4.372000006709249,0.1,1e-08,-0.7016696884698197,0,0.19311911088632622,0,-0.03204991400172433,0,0.22633616493168873
3,500,50,1.8160853003285211,10,8.914028729859421,-5,-4.696418723633161,0.1,1e-08,-0.7433497060628985,0,0.1188713638800189,0,0.42083817804279033,0,0.6816922966039944
4,500,50,0.14988482945235737,10,10.036721718086769,-5,-5.003890468648762,0.1,1e-08,-0.5364249225694554,0,0.22449088438148423,0,-0.3860299229279709,0,-0.30908369390241996
5,500,50,0.5057589947025372,10,8.927148620505935,-5,-4.78250301817712,0.1,1e-08,-0.8891181796629352,0,0.3451184343009072,0,0.3375167399513932,0,-0.24370397931871035
6,500,50,0.9481895989559965,10,8.404439525569341,-5,-4.308106352443968,0.1,1e-08,-0.9007527379289784,0,0.06870035440211338,0,0.14563761412271597,0,0.1126017871002052
7,500,50,0.17558417773701768,10,9.941234984192644,-5,-5.102865022282079,0.1,1e-08,-0.5907855091351993,0,0.12299451171694516,0,0.062091098078617644,0,0.11554633003992909
8,500,50,0.5760719848715773,10,9.005276644250534,-5,-4.901260026476051,0.1,1e-08,-0.65203941591506,0,-0.10713718110817252,0,0.40286224119398584,0,0.5570128087234738
9,500,50,0.25460688102268564,10,9.858916156560428,-5,-4.918067419345099,0.1,1e-08,-1.3642047554737098,0,-0.2672724041473205,0,-0.12465897996551155,0,0.5185919590386613
10,500,50,0.46456740472567265,10,10.946168773562517,-5,-5.655455590501874,0.1,1e-08,-0.9664628081642541,0,0.2785836622672698,0,0.21485438673141413,0,-0.23705124381164933
11,500,50,1.510411431145032,10,8.735281353839829,-5,-4.699151700676738,0.1,1e-08,-0.88835050686983,0,0.1861935535652818,0,0.44456368151081516,0,0.10620264828055531
12,500,50,0.6357722283643892,10,9.068470145148114,-5,-4.603706463507968,0.1,1e-08,-0.9889121237222067,0,0.13564450880180184,0,0.11212993013513155,0,-0.18692927326539888
13,500,50,3.3875621735246626,10,6.931634074969266,-5,-3.4841237784257926,0.1,1e-08,-0.8198911597764336,0,0.796024775824189,0,-0.16419543480362153,0,-0.3136938461189881
14,500,50,0.25973289415180656,10,10.83310072812145,-5,-5.855427472946426,0.1,1e-08,-0.3638520034165187,0,-0.009494687323017064,0,0.24664104412081295,0,-0.0653448655568169
