,ntrials,n_iters,mse,sens_sim,bias_sim,sigma_sim,pc_sim,pe_sim,sens_fit,bias_fit,sigma_fit,pc_fit,pe_fit
135,5000,500,0.14769445535057366,10,-5,0.05,1,-1,9.899697270639397,-4.603597275329601,0.48759486855365713,0.9730281780892234,-1.0313070954904289
136,500,1000,0.6441368994145533,10,-5,0.05,1,-1,11.130624519834353,-6.162341566519249,7.370370058255429e-06,1.2368453093430039,-1.297797974391323
137,5000,1000,0.08722259304975347,10,-5,0.05,1,-1,9.788173871175143,-4.731514593884255,0.15691254855007628,0.9627682081108866,-1.0281152002438214
138,500,200,0.1171441611906403,10,-5,0.05,1,-1,9.779638892710281,-4.781210507144853,0.03283212155279953,1.151659593299201,-0.4170010411975668
139,5000,200,0.14612957355671743,10,-5,0.05,1,-1,10.992427812157809,-5.201069016334345,0.33779865174608364,1.1643974817258487,-1.3543535131171767
140,500,500,0.09304329891471211,10,-5,0.05,1,-1,9.79436289135803,-4.836824738358832,6.568070980710275e-05,1.1418607982777789,-0.444071393859444
141,5000,500,0.08680863464445827,10,-5,0.05,1,-1,10.72227923290857,-5.211267608563789,0.27556977735680793,1.1403940759829914,-1.2801362474404412
142,500,1000,0.1968350629397515,10,-5,0.05,1,-1,9.810214929602868,-4.882786726411581,1.0982988495274857e-05,1.163294330768346,-0.41042709219734885
143,5000,1000,0.14761291957616868,10,-5,0.05,1,-1,10.460099673871593,-4.998211226543057,0.06896678657929722,1.1124193116880101,-1.2533747597659302
144,500,200,0.06603979110712949,10,-5,0.05,1,-1,12.62009478969711,-6.469713450920908,0.08698287345207835,1.3412922734043475,-0.62206547080827
145,5000,200,0.08628106508288,10,-5,0.05,1,-1,11.525179808032398,-5.939844876029182,0.47740444739542665,1.3281879569389372,-1.0569121283596354
146,500,500,0.07789693508063764,10,-5,0.05,1,-1,12.62442204378437,-6.243996384482309,0.00034884949553180996,1.3434939246907072,-0.6430767445487183
147,5000,500,0.06290118723712752,10,-5,0.05,1,-1,10.693383982412444,-5.356067962597754,0.22080818106578773,1.236168344272622,-0.8626286241228691
148,500,1000,0.08782817276923595,10,-5,0.05,1,-1,12.599858230543557,-6.366160870796284,1.1019761433312902e-05,1.3618761006692492,-0.591355556457045
149,5000,1000,0.06525263168027123,10,-5,0.05,1,-1,10.095628503725626,-5.008049282051392,0.0386202585616188,1.1694635996856029,-0.807887061148941
