,ntrials,n_iters,mse,sens_sim,sens_fit,bias_sim,bias_fit,sigma_sim,sigma_fit,c_fit,prevresp_sim,prevresp_fit,prevconf_sim,prevconf_fit,prevconfprevresp_sim,prevconfprevresp_fit
0,500,50,1.3871991076267714e-06,10,11.036881094940757,-5,-5.457485701452663,0,1e-08,0.49778449017654774,1,1.524481270169853,0,-0.28027107085315,1,0.7245489775668109
1,500,50,8.476677810564057e-05,10,9.172982352576593,-5,-4.421779248904958,0,1e-08,0.7402223697696951,1,1.0156183705611403,0,-0.04368204001782471,1,1.0344020644897345
2,500,50,8.225585024172706e-05,10,10.322545311750478,-5,-5.333007286240244,0,1e-08,-0.6905360085085903,1,0.8208927671480378,0,0.2349248189596746,1,1.5957307426302576
3,500,50,0.00026051019759629505,10,9.595327190595821,-5,-5.1998170601737455,0,1e-08,-0.8357169891728276,1,0.9098987303042835,0,0.5812196792797459,1,1.1810466425949935
4,500,50,0.00012647287101502874,10,10.182013724798983,-5,-5.468775377950419,0,1e-08,-0.6689267885965915,1,0.5993245751291292,0,-0.05071546281568627,1,1.3376115288781176
5,500,50,0.00013080358868857266,10,9.924737921253952,-5,-5.08959330746981,0,1e-08,-0.8125695247742859,1,1.4403395162222346,0,0.06503888910772453,1,0.7558177710437727
6,500,50,0.0020528176385907785,10,8.640406756995054,-5,-4.368547069558469,0,1e-08,-0.9315845574445836,1,1.115458024683194,0,-0.1231910467520273,1,0.573110935125604
7,500,50,2.0316910907869167e-07,10,9.082489391755463,-5,-4.49511722891302,0,1e-08,1.0762300094861112,1,0.7141806438545653,0,0.04480444379207019,1,1.3345402523632452
8,500,50,0.0006819605898188534,10,8.820031258860707,-5,-4.738833554012752,0,1e-08,0.9862027696547325,1,0.9172760726826517,0,0.6286494806240213,1,0.9830446158539655
9,500,50,2.1449148670621445e-06,10,10.64713300327093,-5,-5.4041676226288615,0,1e-08,0.26512294097815353,1,1.1045798466978092,0,0.16777228997108504,1,1.124646845693128
10,500,50,0.0006948988469084982,10,11.595366736785808,-5,-6.157834072263416,0,1e-08,-0.9503097278405561,1,1.2967926567526553,0,0.35780777506929734,1,0.9380755737546786
11,500,50,2.899059207065321e-08,10,10.270097921497024,-5,-5.240700583445405,0,1e-08,-0.9093023982370911,1,1.1328680409526768,0,0.19799705361242806,1,0.6764066310027733
12,500,50,0.0008109788963929284,10,10.214461247842292,-5,-5.094062516613033,0,1e-08,0.753674379197826,1,1.103416200603365,0,-0.21681716964745587,1,0.6850611970339119
13,500,50,0.00020894992196364084,10,10.671442822462131,-5,-5.325455823463812,0,1e-08,0.9543912198615089,1,1.1079211340682065,0,0.027106421882693816,1,1.03833726983557
14,500,50,1.3152131942074616e-06,10,10.160970411153931,-5,-5.412150908732338,0,1e-08,-0.4153674970507808,1,1.0039836604130705,0,0.583805409667121,1,1.0997086309638946
