,ntrials,n_iters,mse,sens_sim,sens_fit,bias_sim,bias_fit,sigma_sim,sigma_fit,c_fit,prevresp_sim,prevresp_fit,prevconf_sim,prevconf_fit,prevconfprevresp_sim,prevconfprevresp_fit,prevsignevi_sim,prevsignevi_fit,prevabsevi_sim,prevabsevi_fit,prevsignevi_prevabsevi_sim,prevsignevi_prevabsevi_fit
0,500,200,26.65216401536411,8,8.461554149255111,-4.0,-9.122881705015702,0.2,0.00017774002764637316,-8.7681999789422,1,1.2495043786040798,0,-0.02621110915273472,1,0.8695593422233759,-1,-1.3520587112814788,0,-0.06723646896408621,-1,-0.248323715021251
1,500,200,0.5458876490113872,8,7.171083484824713,-4.0,-3.5723415620191488,0.2,0.0011086293266420583,-7.9104110158819605,1,0.6122584216019931,0,-0.11902424384878521,1,2.4341936650496026,-1,-1.2572927843844868,0,0.014142959620538867,-1,-2.9814679282390615
2,500,200,0.5154656629280786,8,7.785110806050948,-4.0,-4.111550282420986,0.2,0.0004364483414632595,7.961134228086669,1,1.2912851073106217,0,-0.018799282280789576,1,2.17811519688908,-1,-1.374126318508228,0,-0.6007907895765047,-1,-2.9586654916892785
3,500,200,43.73169805769526,8,9.29560486303812,-4.0,-11.305944668286132,0.2,0.0002362619865207458,12.229737402926691,1,0.783051887803873,0,-0.10760081135132658,1,0.5536696918084548,-1,-0.707442077377647,0,1.200135709528114,-1,-0.6564379769234422
4,500,200,2.5128464313345398,8,7.63225936447585,-4.0,-5.208577366302892,0.2,0.0017218394064500294,1.854307050537061,1,1.2008915971705822,0,0.24731944725687977,1,0.530626306048314,-1,-1.1216827101139537,0,-2.371387132815291,-1,-0.2328523854839915
5,500,200,4.1210193234698895,8,7.62785532375427,-4.0,-5.750301955182041,0.2,0.002063147877168577,-2.329698383477415,1,1.008142006114304,0,-0.29575937384712725,1,1.9104689666826484,-1,-1.150407331578932,0,0.6633056482322942,-1,-2.600214336878599
6,500,200,6.977924183688794,8,8.406384737732019,-4.0,-1.8492838703019485,0.2,0.0026768343306724134,-3.295684813019737,1,1.479445528499077,0,-0.1115665017802816,1,2.446381114929783,-1,-1.8907695395190864,0,0.8768927682798849,-1,-2.809784476483004
7,500,200,0.3976286753457189,8,9.407795130468028,-4.0,-4.731074662118443,0.2,0.01796970068647312,0.6549398394157423,1,1.1232673947868,0,-0.7232876109391089,1,1.1648137224399695,-1,-0.9758611165605996,0,2.628438713134212,-1,-1.3544936092184403
8,500,200,6.069445227708484,8,7.786330375630112,-4.0,-6.443598371681837,0.2,0.0006401235996558187,-4.490279752805967,1,1.0782394774534616,0,0.5611004497031505,1,1.0016023114165558,-1,-0.9328581044817211,0,0.20827764205029273,-1,0.3581732304179842
9,500,200,3.138873064586887,8,7.649379249058734,-4.0,-5.924145937810314,0.2,0.0032776170495264793,-1.8300478318115052,1,1.0536073794268384,0,-0.42222978865846567,1,2.3723146165701445,-1,-2.0052204354030976,0,2.0924169947778135,-1,-1.1802973788835665
10,500,200,6.552385712971766,8,11.38513998509303,-4.0,-3.7963142730827864,0.2,0.0008282710068728276,9.305766181019498,1,1.2541198552038786,0,0.289725199331281,1,0.7082865161602409,-1,-0.9744983899480798,0,0.03261198797655593,-1,-0.5826895571619328
11,500,200,33.608514084114546,8,7.674780269546286,-4.0,2.66086944601872,0.2,0.0014024598104116941,3.924771554773402,1,1.338891304669218,0,0.21632510110712885,1,1.8991390268883483,-1,-1.073035544577003,0,-2.224934094652588,-1,-4.277517930979819
12,500,200,7.169897564409036,8,8.36100089638168,-4.0,-1.714826177307656,0.2,0.0039033956433412852,-3.7070079791189356,1,0.8827522292241764,0,-0.1469434046967002,1,1.3801486772768046,-1,-1.5159412872447675,0,0.2383044674014028,-1,-0.8213815022737967
