,ntrials,n_iters,mse,sens_sim,sens_fit,bias_sim,bias_fit,sigma_sim,sigma_fit,c_fit,prevresp_sim,prevresp_fit,prevconf_sim,prevconf_fit,prevconfprevresp_sim,prevconfprevresp_fit,prevsignevi_sim,prevsignevi_fit,prevabsevi_sim,prevabsevi_fit,prevsignevi_prevabsevi_sim,prevsignevi_prevabsevi_fit
13,500,200,34.798800896382666,8,8.496955150623858,-4.0,-10.745954766276995,0.2,1.4867567328653201e-05,-56.51545927878101,1,1.0518117807515186,0,0.06282615336184467,1,1.0272715775820354,-1,-1.3857518003441602,0,0.9328601865726208,-1,-1.790943566327355
14,500,200,0.6010963625898194,8,8.744884730396453,-4.0,-3.4999068159459505,0.2,0.010659222501606405,-0.6473206195668267,1,1.5076909004859207,0,-0.12628705090978076,1,2.3972858646726936,-1,-2.1638122649566673,0,-2.0301365266148856,-1,-1.388632141884802
15,500,200,55.13213293025795,8,8.935989282539218,-4.0,-12.387899249437263,0.2,0.003207052830648287,-5.129366813930215,1,0.6767433686161168,0,0.1456812451791938,1,0.4223972529676741,-1,-0.7386600779871194,0,1.540714183679948,-1,-0.7581956473628542
16,500,200,6.474408772144367,8,8.8123149047124,-4.0,-6.300219685929688,0.2,0.0019208032114399931,-5.999999208211336,1,0.7918335817205588,0,0.24542000234460776,1,0.12300645917522501,-1,-0.8686257321714536,0,-3.2342015659196988,-1,0.39207725182087966
17,500,200,3.281288304476171,8,7.3126727984354964,-4.0,-5.433198963802417,0.2,0.00415013843636008,2.9231804543694313,1,1.0606772275032754,0,0.24511857966828232,1,0.6267366915298043,-1,-1.0783976942504516,0,0.94513389333086,-1,-1.0493311166392567
18,500,200,10.673944988146895,8,8.082771579704183,-4.0,-1.0893058704065357,0.2,0.0038364691435102995,-2.332328933882731,1,1.2842407066696695,0,-0.11289105617859871,1,1.944910619252843,-1,-1.7708015195930347,0,1.643361193956939,-1,-1.522909578826733
19,500,200,1.959464008500188,8,8.109140781082964,-4.0,-5.439254578891372,0.2,0.011130185096204058,0.9143787506970673,1,0.9459145363985008,0,-0.436909188254065,1,1.6443415200417326,-1,-1.1300273878614358,0,0.7261277899341196,-1,-2.2156673887834932
20,500,200,1.1426922535656072,8,7.091171285325869,-4.0,-4.248308884073291,0.2,0.0013205541141001434,-2.4787561907811497,1,0.951865544481304,0,-0.40124314010023976,1,1.7235117265754745,-1,-1.5074150618095223,0,0.2512898485087822,-1,-1.4605649736342026
21,500,200,441.02865696015976,8,6.109095659778326,-4.0,18.38139098090905,0.2,7.019501384679773e-05,-36.71066673220952,1,0.5957326162086682,0,-0.0576409942553936,1,0.12622157217565944,-1,-0.4150898996901403,0,0.5696312391321475,-1,-0.578860786769472
22,500,200,3.635761612041457,8,8.114015146730855,-4.0,-1.8423995520812433,0.2,0.004338040984168589,-1.7534399330377917,1,1.0726065265522506,0,0.22580653005862078,1,0.9051416114347594,-1,-1.3365039603123072,0,-3.219975706982106,-1,0.6957333650608282
23,500,200,10.01654451350094,8,9.117608020918922,-4.0,-7.781478445306993,0.2,0.0008426304692712332,-10.346031881766978,1,1.1060759453482198,0,-0.08135838494480696,1,1.6272842303029693,-1,-1.466121111042412,0,-0.31496488838508596,-1,-0.5530241150786354
24,500,200,1.9780963731573913,8,8.089008448139836,-4.0,-2.3002465373121943,0.2,0.010168650565223583,-2.88674923952087,1,1.200978086154184,0,-0.23734991910129086,1,-0.28438347979001993,-1,-0.5812202865883005,0,-1.3717965773945635,-1,-0.14041304824307924
