,ntrials,n_iters,mse,sens_sim,sens_fit,bias_sim,bias_fit,sigma_sim,sigma_fit,c_fit,prevresp_sim,prevresp_fit,prevconf_sim,prevconf_fit,prevconfprevresp_sim,prevconfprevresp_fit
0,500,50,0.8123021280961847,10,9.959863925925617,-5,-5.145292730436784,0.1,1e-08,-1.0323196293930468,1,1.45295044043301,0,-0.005115109292288687,1,0.6304420310637477
1,500,50,0.47936783123349735,10,8.71571350247537,-5,-4.179912533751582,0.1,1e-08,0.7142559105879737,1,1.0461562069909083,0,0.12136490136190707,1,0.9388133206068837
2,500,50,0.7128717939755047,10,8.250582112678082,-5,-4.186282836534031,0.1,1e-08,-0.7640522853655601,1,1.0674328976119747,0,0.17302433864912928,1,0.9946517428139281
3,500,50,1.816116172168429,10,8.567491696555752,-5,-4.288318749164524,0.1,1e-08,-0.8125687003376346,1,1.1827770673658806,0,0.02673678923844107,1,0.8170849774070632
4,500,50,0.14993689573441152,10,9.423514935047965,-5,-4.962511905618147,0.1,1e-08,-0.687598759140477,1,0.7489499298485327,0,-0.263839939132053,1,1.1672067744941719
5,500,50,0.5056806941230453,10,9.074654874968083,-5,-4.571987303047674,0.1,1e-08,-0.8176623355116606,1,1.3786863999262802,0,0.0026662236494842083,1,0.6368823429049227
6,500,50,0.9485507940868637,10,8.414363250360964,-5,-4.228410804402435,0.1,1e-08,-0.931373655582731,1,1.3393112638136553,0,-0.054083164291464265,1,0.4314285513277524
7,500,50,0.17557004763913753,10,8.68430241743948,-5,-4.329458109736815,0.1,1e-08,1.0667736225095237,1,0.8231062922020943,0,0.05047823720447181,1,1.0369579177874195
8,500,50,0.5767308501483112,10,8.686844521224257,-5,-4.778862907815993,0.1,1e-08,0.9795008558462015,1,0.9808506269132695,0,0.6892190754460567,1,1.095942019511832
9,500,50,0.25461849703429607,10,9.236865665359998,-5,-4.506432323129898,0.1,1e-08,0.3580871917508209,1,0.7200844548633609,0,-0.05588253296983872,1,1.364307319233302
10,500,50,0.4645411259479536,10,9.904674544736041,-5,-5.241617948558268,0.1,1e-08,-0.9612597988967247,1,1.2433362557710863,0,0.28921888071596535,1,0.8518979462161391
11,500,50,1.5104141070667196,10,8.037560414556557,-5,-4.167855832660985,0.1,1e-08,-0.9389770925027178,1,1.280267483567379,0,0.16894278569414883,1,0.6486566681084168
12,500,50,0.6339262393489753,10,8.733577445034564,-5,-4.50273669774793,0.1,1e-08,0.7895942087836701,1,1.0352009347582964,0,-0.012688423848438456,1,0.6194257893755241
13,500,50,3.3876062542186642,10,8.281501667326154,-5,-4.321016372814288,0.1,1e-08,1.0464262448060226,1,1.7577062152280016,0,0.0073824163272832016,1,0.17476729060664475
14,500,50,0.259737335383757,10,11.913140691738054,-5,-6.418091970305402,0.1,1e-08,-0.3938581373048505,1,1.5079880660802447,0,0.4117238932672498,1,0.8085997944328834
