,ntrials,n_iters,mse,sens_sim,sens_fit,bias_sim,bias_fit,sigma_sim,sigma_fit,c_fit,prevresp_sim,prevresp_fit,prevconf_sim,prevconf_fit,prevconfprevresp_sim,prevconfprevresp_fit
0,500,50,2.2296233590516456e-06,10,10.809464435377098,-5,-5.841078287556544,0,1e-08,-1.0329540819000291,0,0.3523240516090374,0,0.17107101609320208,0,-0.17990499585453332
1,500,50,0.0002514577821430435,10,10.875864301384974,-5,-5.134014184832853,0,1e-08,-1.07101870972783,0,-0.3362758157464513,0,-0.5326452506332615,0,0.13169656303080512
2,500,50,8.877548206212806e-06,10,9.162347348229401,-5,-4.477178998658174,0,1e-08,-0.6587995512711471,0,0.24493920121559945,0,-0.1219828068214146,0,-0.24771412324509937
3,500,50,0.00026755248460805253,10,9.800086416383536,-5,-5.430523934776805,0,1e-08,-0.7995784873106244,0,-0.041375952062466234,0,0.6707162798404455,0,0.40745661242342635
4,500,50,7.332749530051765e-05,10,10.908084411726813,-5,-5.203975863866726,0,1e-08,-0.5648527965538851,0,0.38746967608804367,0,-0.7141699882700344,0,-0.394940846444814
5,500,50,0.00017253860971551947,10,9.32690492622722,-5,-4.8939965209136025,0,1e-08,0.9181588676519126,0,0.013550489101230061,0,0.1387847949478197,0,-0.14158237876387864
6,500,50,0.0011016958384189811,10,10.63886341054753,-5,-5.138562643344983,0,1e-08,-0.8425368618925037,0,0.13245218194090605,0,-0.12626794743119818,0,-0.17009767721572316
7,500,50,1.1310901212899366e-05,10,10.159709305172816,-5,-5.1057191684998795,0,1e-08,-0.5616236326167847,0,-0.11653323741146544,0,-0.03991156784378526,0,0.4696084498874509
8,500,50,2.520089952147533e-07,10,9.735413688105302,-5,-5.4751086045795745,0,1e-08,-0.6184464564424037,0,0.14208249316669125,0,0.8390528592618391,0,0.02008392893349391
9,500,50,3.2211044432970956e-06,10,11.30262450245193,-5,-5.817028360961277,0,1e-08,-1.4858436283503667,0,-0.3316203228450084,0,-0.06869573174318262,0,0.5166484843672077
10,500,50,0.0007593101291104611,10,10.860616700754658,-5,-5.773656867952888,0,1e-08,-0.9270642999884378,0,0.0380305468552125,0,0.6067733758525452,0,-0.04568129762630392
11,500,50,4.1655386898176494e-08,10,9.717511845637022,-5,-4.823599186046429,0,1e-08,-0.8666152065702335,0,0.26126723855598055,0,-0.2560848098945982,0,-0.19104089790625184
12,500,50,0.0033156012887895657,10,9.139919921989664,-5,-4.672018780910246,0,1e-08,-1.0076480959706038,0,0.16599770015374096,0,0.1031104718001452,0,-0.47837418518998087
13,500,50,2.242308855794908e-05,10,9.898654085317364,-5,-5.2009672099777635,0,1e-08,-0.7493419453081682,0,-0.30351477020337575,0,0.45536736076056705,0,0.4084472906579443
14,500,50,8.983034953402482e-05,10,11.387960486525497,-5,-5.800674694567812,0,1e-08,-0.44904780551110124,0,-0.002298909307719063,0,-0.244470994516681,0,-0.2126368274558693
