,ntrials,n_iters,mse,sens_sim,bias_sim,sigma_sim,pc_sim,pe_sim,sens_fit,bias_fit,sigma_fit,pc_fit,pe_fit,C_fit
49,5000,100,0.19655511872121398,10,-5,0.1,1,-1,10.345050318835284,-5.172590305960113,0.50631195177919,0.9347277682393691,-1.2293309761729379,-0.13977430100134902
50,15000,100,0.2916101551222821,10,-5,0.1,1,-1,10.38896947186648,-5.302167819485917,0.22050000715111856,1.009445336975325,-1.2479651294046858,0.42410459578825965
51,25000,100,0.28053443723185073,10,-5,0.1,1,-1,10.738943681747108,-5.339830848911568,0.2685857566501541,1.0459688885786154,-1.0598705610584107,0.36646736058705054
52,500,100,19.78641039253077,10,-5,0.1,1,-1,12.212052801141489,-1.871669388847844,0.019046484557659494,1.0230926928589505,-0.9791870132287097,-1.2357418875165433
53,5000,100,0.3103556886044225,10,-5,0.1,1,-1,10.203181347645987,-5.231662911280979,0.31365556580338,0.9517560675818418,-1.1537032178179343,-0.3114630697307411
54,15000,100,0.31681403883829995,10,-5,0.1,1,-1,9.717510065649511,-4.600494667228224,0.18098269858828267,0.9216746784571276,-1.1308301372042102,-0.5059829853833185
55,25000,100,0.27275110484709697,10,-5,0.1,1,-1,10.36400385337539,-5.012589435826305,0.21026386396710703,1.0275669698322047,-1.1050663297987973,-0.4534875307170609
56,500,100,0.18071742007973998,10,-5,0.1,1,-1,11.816272849323477,-6.244604287337944,0.20733982264962822,0.8947011508863247,-0.9746684303248065,-0.14505997515462804
57,5000,100,0.26674992987337803,10,-5,0.1,1,-1,11.219579779324786,-5.852287748591095,0.42713778086670434,1.1289337687414827,-1.1990806945731425,0.23298377946158508
58,15000,100,0.3083475440389612,10,-5,0.1,1,-1,11.20774770926609,-5.53839534546337,0.27208124441188924,1.1175260471590132,-1.3358608172487996,-0.35208928453114596
59,25000,100,0.2128095538856422,10,-5,0.1,1,-1,10.714808385382275,-5.392952426980044,0.3042618065582984,1.1153787957821513,-1.1248256279211415,0.3035290000058583
60,500,100,2.875128454122572,10,-5,0.1,1,-1,11.435257731938872,-7.6632552524739825,0.26770491249228323,0.8234385165456747,-1.5088550212481866,0.34323889875879465
61,5000,100,0.22345492345099874,10,-5,0.1,1,-1,10.190109400573935,-4.991372159540844,0.26290758876347925,1.0053857291591881,-1.1026769685545241,-0.2663171642986472
62,15000,100,0.30622791516703285,10,-5,0.1,1,-1,10.988555447090963,-5.333914747335394,0.3303924063618524,1.0049876109924913,-1.278970785272048,-0.28401638930160955
63,25000,100,0.25027913355539055,10,-5,0.1,1,-1,11.018256811496432,-5.433229125752939,0.32272312207818216,1.05102609177193,-1.1892539392008699,-0.2785607893483865
64,500,100,0.0874986368700682,10,-5,0.1,1,-1,13.00685871319976,-6.329656306256103,0.11034504293769702,1.2011495791593163,-0.7644416900513531,-0.4087170409847968
65,5000,100,0.24188110364107443,10,-5,0.1,1,-1,10.291103616666403,-5.352992453367218,0.3275626004150392,0.8983884863230241,-1.1352669587236301,0.22455978775755006
66,15000,100,0.27237541994223946,10,-5,0.1,1,-1,9.629631641080739,-4.618622058348353,0.1506527207559585,0.9189631890987824,-0.9840799078335649,-0.4942273298223433
67,25000,100,0.30717686205757744,10,-5,0.1,1,-1,10.565107180372904,-5.247477525256603,0.21999199023512397,1.0363546482841146,-1.2156114558558664,0.4100307389904906
68,500,100,0.380697759679734,10,-5,0.1,1,-1,9.59611454837254,-4.964589015809771,0.17698992735948296,0.737863607916694,-0.8053189696166183,0.27631669907045303
69,5000,100,0.21406628828683374,10,-5,0.1,1,-1,10.894118410626247,-5.692098678138864,0.4308320759868341,1.027748993014139,-0.8729586295148306,0.2388383114696425
70,15000,100,0.26168020197938896,10,-5,0.1,1,-1,11.27474889397076,-5.73128586112235,0.3671912998582319,1.064252813285073,-1.1361899831477928,0.2564167532927228
71,25000,100,0.3509020056018372,10,-5,0.1,1,-1,10.75799351405959,-5.6717460969809945,0.22789799563784222,1.018095160578222,-1.1968581279427932,0.4043325144060975
72,500,100,2.008225905012984,10,-5,0.1,1,-1,9.987816687143699,-3.5339777674082455,0.09357768202233892,0.9988739620485029,-0.7589762601610637,-0.23476032843040523
73,5000,100,0.21562382733613317,10,-5,0.1,1,-1,11.193091642482194,-5.625762863724743,0.3419578655777016,1.0982960783801534,-1.4289313206535506,-0.2439087766111881
74,15000,100,0.27494433468852003,10,-5,0.1,1,-1,11.49209588541977,-5.735452205294974,0.3445647879206165,1.099650612761879,-1.3235821169549637,-0.2790735441125913
75,25000,100,0.26937164658068646,10,-5,0.1,1,-1,10.830296515349232,-5.4451929719933325,0.3028350865773052,1.0608386096550178,-1.1690190206489053,0.3183691584551218
76,500,100,0.10675047491894647,10,-5,0.1,1,-1,9.956297021939049,-4.848763935120753,0.18160270590620603,0.9523431741230038,-1.160247037800183,0.2811934919014111
77,5000,100,0.17086934357618,10,-5,0.1,1,-1,10.849654945163628,-5.486582502947194,0.567706917160634,1.036403839510439,-1.2101215705202697,-0.16245549202996543
78,15000,100,0.3171612558718173,10,-5,0.1,1,-1,11.221493141902055,-5.793600423596655,0.2955481716515911,1.124492402974861,-1.0639380308583333,0.30485335242873624
79,25000,100,0.27490077771956156,10,-5,0.1,1,-1,10.184882899584457,-4.987129550156549,0.26001596371695573,0.9987977214588679,-0.9732705125796864,-0.4164068524163996
